,level_0,id,docid,title,author,date,genre,lhs,match,rhs,Level 1,Level 2,domain,comment,index,Unnamed: 0,Unnamed: 0.1,Context before,token,Context after
188,21,21,A53058.a111,"Philosophical letters, or, Modest reflections upon some opinions in natural philosophy maintained by several famous and learned authors of this age, expressed by way of letters / by the thrice noble, illustrious, and excellent princess the Lady Marchioness of Newcastle.","Cavendish, Margaret",1664,letters," a house is on fire , it is wisdom to take out the Moveables , but a folly to let them increase the ",flam,"e . But your Author says , Blood - letting takes not onely away the bad , but also the good blood , ",Y,LIT,,,21,21.0,9568.0,"a house is on fire , it is wisdom to take out the moveables , but a folly to let them increase the",flame,". but your author says , blood - letting takes not onely away the bad , but also the good blood ,"
189,22,22,12257952,"Ars chirurgica a compendium of the theory and practice of chirurgery in seven books ... shewing the names, causes, signs, differences, prognosticks, and various intentions of curing all kinds of chirurgick diseases ... : to which is added Pharmacopoeia chirurgica, or, The medical store, Latin and English ... / by William Salmon ...","Salmon, William",1697,science_medicine,"s , because their sharp points are apt to prick the Nerves , Tendons , c. whereby vehement Pain , In",flam,"mation , and Convulsions are excited , and many times Death follows , unless the Member is immediate",Y,MET,sensation,Is inflammation MET and 'sensation' or something? Like with burning rash?,22,22.0,8165.0,"s , because their sharp points are apt to prick the nerves , tendons , c. whereby vehement pain ,",inflammation,", and convulsions are excited , and many times death follows , unless the member is immediate"
190,23,23,12256262,"Pharmacopoeia Bateana, or, Bate's dispensatory translated from the second edition of the Latin copy, published by Mr. James Shipton : containing his choice and select recipe's, their names, compositions, preparations, vertues, uses, and doses, as they are applicable to the whole practice of physick and chyrurgery : the Arcana Goddardiana, and their recipe's intersperst in their proper places, which are almost all wanting in the Latin copy : compleated with above five hundred chymical processes, and their explications at large, various observations thereon, and a rationale upon each process : to which are added in this English edition, Goddard's drops, Russel's pouder [sic], and the Emplastrum febrifugum, those so much fam'd in the world : as also several other preparations from the Collectanea chymica, and other good authors / by William Salmon ...","Salmon, William",1694,science_medicine,e manner you may prepare Essences of other Vegetable Productions . Salmon . ] § 1 . The Ardent or In,flam,"able Spirit of Wormwood is thus made : Rx A good quantity of Wormwood newly gathered , bruise it , a",Y,LIT,,,23,23.0,4015.0,e manner you may prepare essences of other vegetable productions . salmon . ] § 1 . the ardent or,inflamable,"spirit of wormwood is thus made : rx a good quantity of wormwood newly gathered , bruise it , a"
191,27,27,0188500500,"XII sermons preach'd at the cathedral church of Sarum: viz. I. Of the immortality of the soul. II. Of the spiritual Nature of the Soul. III. and IV. Of the Duty of Delighting in God. V. Of the Resurrection, and its Consequences. VI. Of Moral Good and Evil. Vii. and Viii. Of the Advantages of Self-Denyal. IX. Of the Satisfaction of Christ. X. The Commands of God not grievous. XI. The Necessity of Holiness of fit Men for Heaven. XII. God neither advantaged by our righteousness, nor a sufferer by our sins. To which are added, two sermons, The One, Concerning the Incapacity of a Popish Prince to govern a Protestant Kingdom. The Other, Concerning the inhuman Barbarities of the Church of Rome to all whom they call Hereticks, or Schismaticks. By Daniel Whitby, D. D. and Chantor of the said Church.","Whitby, Daniel",1726,sermons,"ormented with the worst of Evils , despairing of Relief , or quenching the least Spark of devouring ",Flam,"e ? Oh then that Men would be so wise as to consider of these things , whilst this Consideration may",Y,MET,,Extended metaphor,27,27.0,1405.0,"ormented with the worst of evils , despairing of relief , or quenching the least spark of devouring",Flame,"? oh then that men would be so wise as to consider of these things , whilst this consideration may"
192,28,28,12581329,"Doron medicum, or, A supplement to the new London dispensatory in III books : containing a supplement I. to the materia medica, II. to the internal compound medicaments, III. to the external compound medicaments : compleated with the art of compounding medicines ... / by William Salmon ...","Salmon, William",1683,science_medicine,lly at first : so will you have first an Acid Spirit with Water ; then a clear Aetherial Volatile In,flam,"able Oyl , after a pale yellow or Limon coloured ; after that , a perfect yellow coloured ; and last",Y,LIT,,,28,28.0,3113.0,lly at first : so will you have first an acid spirit with water ; then a clear aetherial volatile,inflamable,"oyl , after a pale yellow or limon coloured ; after that , a perfect yellow coloured ; and last"
193,29,29,A33143.a4,"Loves last shift, or, The fool in fashion a comedy : as it is acted at the Theatre Royal by His Majestys servants / written by C. Cibber.","Cibber, Colley",1696,drama_comedy," ! Cousin , what an ungenteel Revenge wou'd that be ! have a little patience . Nar . Oh ! I am in a ",flam,e . [ Throwing back her Hoods . Fla . But will you never see that common Creature Flareit more ? Sir,Y,MET,emotion,,29,29.0,2265.0,"! cousin , what an ungenteel revenge wou'd that be ! have a little patience . nar . oh ! i am in a",flame,. [ throwing back her hoods . fla . but will you never see that common creature flareit more ? sir
194,31,31,A27017,"The saints everlasting rest, or, A treatise of the blessed state of the saints in their enjoyment of God in glory wherein is shewed its excellency and certainty, the misery of those that lose it, the way to attain it, and assurance of it, and how to live in the continual delightful forecasts of it and now published by Richard Baxter ...","Baxter, Richard",1650,prose,"hroughly from their negligence and security , by his late heavy judgments on them : And that as the ",flam,"es of War have consumed their houses , so the Spirit of God may consume the sin that was the cause :",Y,LIT,,,31,31.0,5951.0,"hroughly from their negligence and security , by his late heavy judgments on them : and that as the",flames,"of war have consumed their houses , so the spirit of god may consume the sin that was the cause :"
195,32,32,568800800,"The libertine's choice: or, the mistaken happiness of the fool in fashion.","Ward, Edward 'Ned'",1704,poetry," stately Tow'rs . Must Mischief a Maeonion Muse employ ? Then what should Piety , that quench'd our ",flam,"ing Troy ? This Triumph for his riper Years Remain'd , Whose Youth , in Field , the foremost Lawrels",Y,LIT,,,32,32.0,1271.0,"stately tow'rs . must mischief a maeonion muse employ ? then what should piety , that quench'd our",flaming,"troy ? this triumph for his riper years remain'd , whose youth , in field , the foremost lawrels"
196,33,33,A39665.a9,"Husbandry spiritualized, or, The heavenly use of earthly things consisting of many pleasant observations, pertinent applications, and serious reflections and each chapter concluded with a divine and suitable poem : directing husband-men to the most excellent improvements of their common imployments : whereunto is added ... several choice occasional meditations / by John Flavell.","Flavell, John",1669,poetry,"fields in such a fragrant m__n , How do the birds your ears with musick charm ! The flowers , their ",flam,"ing beauty's do present Unto your captiv'd eyes : and for their scent , The sweet Arabian gums canno",Y,MET,AMB,Something like 'striking'?,33,33.0,10555.0,"fields in such a fragrant m__n , how do the birds your ears with musick charm ! the flowers , their",flaming,"beauty's do present unto your captiv'd eyes : and for their scent , the sweet arabian gums canno"
197,35,35,A89149.4,"Poems of Mr. John Milton, both English and Latin, compos'd at several times. Printed by his true copies. / The songs were set in musick by Mr. Henry Lawes Gentleman of the Kings Chappel, and one of His Maiesties private musick. Printed and publish'd according to order.","Milton, John",1645,poetry,"ll for ever ſit , Triumphing over Death , and Chance , and thee O Time . Upon the Circumciſion . YE ",flam,"ing Powers , and winged Warriours bright , That erſt with Muſick , and triumphant ſong Firſt heard b",Y,MET,,,35,35.0,8440.0,"ll for ever ſit , triumphing over death , and chance , and thee o time . upon the circumciſion . ye",flaming,"powers , and winged warriours bright , that erſt with muſick , and triumphant ſong firſt heard b"
198,37,37,A28938,"The aerial noctiluca, or, Some new phœnomena, and a process of a factitious self-shining substance imparted in a letter to a friend living in the country / by the honourable Robert Boyle ...","Boyle, Robert",1680,science_chemistry+letters,"uſh in , as if the ſpringyneſs of the internal had been notably debilitated by the operation of the ",Flam,"e , upon the Matter with which it was kept impriſoned . Some of theſe Phoenomena eaſily brought into",Y,LIT,,,37,37.0,6561.0,"uſh in , as if the ſpringyneſs of the internal had been notably debilitated by the operation of the",Flame,", upon the matter with which it was kept impriſoned . some of theſe phoenomena eaſily brought into"
199,39,39,A53065,"The worlds olio written by the Right Honorable, the Lady Margaret Newcastle.","Cavendish, Margaret",1655,undetermined,"sture doth predominate ; for when the Heat is Master , the Vapour is so thin , as it flashes into a ",Flam,"e , as Lightning from a Cloud , which is an Intermixing Feaver ; but when the Moysture is Mistris , ",Y,LIT,,,39,39.0,351.0,"sture doth predominate ; for when the heat is master , the vapour is so thin , as it flashes into a",Flame,", as lightning from a cloud , which is an intermixing feaver ; but when the moysture is mistris ,"
200,40,40,A27301.a70,Love-letters between a noble-man and his sister,"Behn, Aphra",1684,letters,"esolv'd , ( whether they love or not ) that this is she , you ought no more Philander to upbraid my ",Flam,"e ; than to wonder at it ; it is enough I tell you that 'tis Silvia , to justifie my passion ! nor i",Y,MET,emotion,,40,40.0,290.0,"esolv'd , ( whether they love or not ) that this is she , you ought no more philander to upbraid my",Flame,"; than to wonder at it ; it is enough i tell you that 'tis silvia , to justifie my passion ! nor i"
201,41,41,27242136,"A treatise of chirurgical operations after the newest, and most exact method founded on the structure of the parts ... : to which is annex'd A general idea of wounds / written originally by Joseph De la Charier ; and translated into English by R. B.","Crouch, Nathaniel",1696,science_medicine,"recede the Operation , unless danger of Suffocation oblige us to make it . If the Obstruction and In",flam,"ation attack only the Amigdals , or Glandulae Tyroides , you must endeavour to open them by the mout",Y,MET,sensation,Is inflammation MET and 'sensation' or something? Like with burning rash?,41,41.0,9668.0,"recede the operation , unless danger of suffocation oblige us to make it . if the obstruction and",inflamation,"attack only the amigdals , or glandulae tyroides , you must endeavour to open them by the mout"
202,42,42,A53472,"Parthenissa, that most fam'd romance the six volumes compleat / composed by ... the Earl of Orrery.","Boyle, Roger",1651,fiction,"ing as false to Hannibal , as he had been to Virtue , entirely bent himself to ruine the perfectest ",flam,"e that ever any Lovers were capable of , and knowing , that Vice , is never so powerful as when it a",Y,MET,emotion,,42,42.0,2033.0,"ing as false to hannibal , as he had been to virtue , entirely bent himself to ruine the perfectest",flame,"that ever any lovers were capable of , and knowing , that vice , is never so powerful as when it a"
203,43,43,15598913,"Youths divine pastime containing forty remarkable scripture histories turned into common English verse : with forty curious pictures proper to each story : very delightful for the virtuous imploying the vacant hours of young persons, and preventing vain and vicious divertisements : together with several scripture hymns upon divers occasions.","Crouch, Nathaniel",1691,poetry,"p At Horeb , he did see What made him quake , a Bush on Fire Which could not burned be . He saw the ",flam,"ing , with amaze , But whilst he view'd this wonder , There suddenly from thence proceeds A Voice mu",Y,LIT,,,43,43.0,5081.0,"p at horeb , he did see what made him quake , a bush on fire which could not burned be . he saw the",flaming,", with amaze , but whilst he view'd this wonder , there suddenly from thence proceeds a voice mu"
204,46,46,A28980.0,"Experiments, notes, &c. about the mechanical origine or production of divers particular qualities among which is inferred a discourse of the imperfection of the chymist's doctrine of qualities : together with some reflections upon the hypothesis of alcali and acidum / by the Honourable Robert Boyle ...","Boyle, Robert",1675,science," appears to be in hot bodies both by some of the Instances newly mention'd , and especially that of ",flam,"e , which is a body ; and by the diffusion that metals acquire , when they are melted , and by the o",Y,LIT,,,46,46.0,3464.0,"appears to be in hot bodies both by some of the instances newly mention'd , and especially that of",flame,", which is a body ; and by the diffusion that metals acquire , when they are melted , and by the o"
205,47,47,A63888.1.a6,"Eniautos a course of sermons for all the Sundaies of the year : fitted to the great necessities, and for the supplying the wants of preaching in many parts of this nation : together with a discourse of the divine institution, necessity, sacredness and separation of the office ministeriall / by Jer. Taylor ...","Taylor, Jeremy",1651,sermons,". And yet because the heart of man is false , it suffers the fires of the Altar to go out , and the ",flam,"es lessen by the multitude of fuel . But indeed it is because we put on strange fire , & put out the",Y,LIT,,,47,47.0,5223.0,". and yet because the heart of man is false , it suffers the fires of the altar to go out , and the",flames,"lessen by the multitude of fuel . but indeed it is because we put on strange fire , & put out the"
206,48,48,K062837000,"Remarks on several parts of Italy, &c. in the years 1701, 1702, 1703:","Addison, Joseph",1705,prose,"ire will live in it no longer than in Water , becauſe it wraps it ſelf in the ſame manner about the ",Flam,"e , and by its Continuity hinders any quantity of Air or Nitre from coming to its Succour . The Part",Y,LIT,,,48,48.0,6023.0,"ire will live in it no longer than in water , becauſe it wraps it ſelf in the ſame manner about the",Flame,", and by its continuity hinders any quantity of air or nitre from coming to its succour . the part"
207,51,51,11704469,"New experiments, and observations, made upon the icy noctiluca imparted in a letter to a friend living in the country : to which is annexed A chymical paradox / by Robert Boyle.","Boyle, Robert",1682,science+letters," to discover , what change of texture might be made in the Matter of a bodie , reduced to an actual ",flam,"e , in a Vessel , wherein it could not receive the free Air , nor emit any Fumes or exhalations , wh",Y,LIT,,,51,51.0,5742.0,"to discover , what change of texture might be made in the matter of a bodie , reduced to an actual",flame,", in a vessel , wherein it could not receive the free air , nor emit any fumes or exhalations , wh"
208,52,52,A27290,"The fair jilt, or, The history of Prince Tarquin and Miranda written by Mrs. A. Behn.","Behn, Aphra",1688,fiction,"n Understanding , it wou'd not be impossible to find Opportunities to satisfie and ease that mutual ",Flam,"e that burnt so equally in both ; he therefore resolv'd to send him out of the World , and to establ",Y,MET,emotion,,52,52.0,2960.0,"n understanding , it wou'd not be impossible to find opportunities to satisfie and ease that mutual",Flame,"that burnt so equally in both ; he therefore resolv'd to send him out of the world , and to establ"
209,53,53,625258825,"Phaenix Britannicus, or, London re-built in a panegyrick poem on that ancient metropolis, now Englands glory, and the vvorlds wonder / by J. Phillips.","Phillips, John",1672,poetry,"ll prest on , By Heav'ns full Bellows to destruction blown , While the turmoyled Throng , as if the ",Flam,"es Had chil'd their souls , stood all like men in dreams Till to prevent the Foes immediate Rack , T",Y,LIT,,,53,53.0,6892.0,"ll prest on , by heav'ns full bellows to destruction blown , while the turmoyled throng , as if the",Flames,"had chil'd their souls , stood all like men in dreams till to prevent the foes immediate rack , t"
210,56,56,A35961,"The anatomy of human bodies, comprehending the most modern discoveries and curiosities in that art to which is added a particular treatise of the small-pox & measles : together with several practical observations and experienced cures ... / written in Latin by Ijsbrand de Diemerbroeck ... ; translated from the last and most correct and full edition of the same, by William Salmon ...","Salmon, William",1694,science_medicine,", and is not suckt out ? Why is it not coagulated and corrupted , and consequently does not breed In",flam,"mations and Apostemes ? I answer , it is carry'd by degrees through the Mammary Veins , to the hollo",Y,MET,sensation,Is inflammation MET and 'sensation' or something? Like with burning rash?,56,56.0,4298.0,", and is not suckt out ? why is it not coagulated and corrupted , and consequently does not breed",inflammations,"and apostemes ? i answer , it is carry'd by degrees through the mammary veins , to the hollo"
211,57,57,A30413,"Romes glory, or, A collection of divers miracles wrought by popish saints, both during their lives and after their deaths collected out of their own authors for information of all true-hearted Protestants ; together with a prefatory discourse declaring the impossibility and folly of such vain impostures.","Burnet, Gilbert",1673,prose,"quity . Now these four Fires increasing by little , at last joyned together , and became an immense ",Flam,"e ; and when they approached near them , Fursey was affraid , and said to the Angel , Sir , behold ,",Y,LIT,,,57,57.0,5293.0,"quity . now these four fires increasing by little , at last joyned together , and became an immense",Flame,"; and when they approached near them , fursey was affraid , and said to the angel , sir , behold ,"
212,59,59,A35961,"The anatomy of human bodies, comprehending the most modern discoveries and curiosities in that art to which is added a particular treatise of the small-pox & measles : together with several practical observations and experienced cures ... / written in Latin by Ijsbrand de Diemerbroeck ... ; translated from the last and most correct and full edition of the same, by William Salmon ...","Salmon, William",1694,science_medicine," Upon my keeping down her Tongue , I saw the Kernel very much swell'd in the Right Side , but not in",flam,"'d , and the Opening of it gaping at a more than usual rate ; but I could not see the Stone . Presen",Y,LIT,,,59,59.0,4342.0,"upon my keeping down her tongue , i saw the kernel very much swell'd in the right side , but not in",flam'd,", and the opening of it gaping at a more than usual rate ; but i could not see the stone . presen"
213,61,61,A27290,"The fair jilt, or, The history of Prince Tarquin and Miranda written by Mrs. A. Behn.","Behn, Aphra",1688,fiction,"tion ; or you shall die , to prove your Sanctity real . Therefore answer me immediately , answer my ",Flam,"e , my raging Fire , which your Eyes have kindl'd ; or here , in this very Moment , I will ruin thee",Y,MET,emotion,,61,61.0,2969.0,"tion ; or you shall die , to prove your sanctity real . therefore answer me immediately , answer my",Flame,", my raging fire , which your eyes have kindl'd ; or here , in this very moment , i will ruin thee"
214,62,62,A53472,"Parthenissa, that most fam'd romance the six volumes compleat / composed by ... the Earl of Orrery.","Boyle, Roger",1651,fiction,"s to invite me to a place , where Merit and Love have no Enemies , and where a virtuous and a happy ",Flam,"e are the same thing . No , fair Izadora ( I reply'd , prostrating my self at her Feet , ( for till ",Y,MET,,I think metaphor for emotion?,62,62.0,2105.0,"s to invite me to a place , where merit and love have no enemies , and where a virtuous and a happy",Flame,"are the same thing . no , fair izadora ( i reply'd , prostrating my self at her feet , ( for till"
215,63,63,A36697.a5,"Sylvæ, or, The second part of Poetical miscellanies","Dryden, John",1685,poetry," been . And therefore if a Man bemoan his lot , That after death his mouldring limbs shall rot , Or ",flam,"es , or jaws of Beasts devour his Mass , Know he's an unsincere , unthinking Ass . A secret Sting re",Y,LIT,,,63,63.0,1115.0,"been . and therefore if a man bemoan his lot , that after death his mouldring limbs shall rot , or",flames,", or jaws of beasts devour his mass , know he's an unsincere , unthinking ass . a secret sting re"
216,64,64,A59793,The case of resistance of the supreme powers stated and resolved according to the doctrine of the Holy Scriptures by Will. Sherlock ...,"Sherlock, William",1684,prose,"ssion of the Kings Palace ; who finding no way to escape , set fire to it himself , and died in the ",flam,es of it . And now Israel was divided between Omri and Tibni ; but those who followed Omri prevailed,Y,LIT,,,64,64.0,10354.0,"ssion of the kings palace ; who finding no way to escape , set fire to it himself , and died in the",flames,of it . and now israel was divided between omri and tibni ; but those who followed omri prevailed
