,level_0,id,docid,title,author,date,genre,lhs,match,rhs,Level 1,Level 2,domain,comment,index,Unnamed: 0,Unnamed: 0.1,Context before,token,Context after
635,10,5208,A36900,"Heavenly pastime, or, Pleasant observations on all the most remarkable passages throughout the Holy Bible of the Old and New Testament newly allegoriz'd in several delightful dialogues, poems, similitudes, and divine fancies / by John Dunton, author of The sickmans passing-bell.","Dunton, John",1685,prose+poetry,"only Son Isaack , whom thou lovest , and get thee to the L_nd of Moriah , and offer him there as a ",Burn,"t-Offering upon one of the Mountains which I t_ll thee of . A_raham . To this he did not , but might",Y,LIT,,,10,,,"only son isaack , whom thou lovest , and get thee to the l_nd of moriah , and offer him there as a",Burnt-offering,"upon one of the mountains which i t_ll thee of . a_raham . to this he did not , but might"
636,11,366,49520864,"Martyrs in flames, or, Popery (in its true colours) displayed. Being a brief relation of the horrid cruelties and persecutions of the Pope and Church of rome for many hundred years past, to this present age, inflicted upon Protestants in Piedmont ... : With an abstract of the cruel persecution lately exercised upon the Protestants in France and Savoy, in the year 1686 and 1687. : Together with a short account of Gods judgment upon popish persecutors. / Published for a warning to all Protestants, [] what they must expect from that bloody generation of Antichristians. By R.B.","Crouch, Nathaniel",1693,biography/memoirs,"ld forsake their Religion , they would die upon the Swords point ; then he would have had the Woman ",burn,"her Bible , but she told him , Rather than she would burn her Bible , she would die the Death ; whe",Y,LIT,,,11,,,"ld forsake their religion , they would die upon the swords point ; then he would have had the woman",burn,"her bible , but she told him , rather than she would burn her bible , she would die the death ; whe"
637,12,3535,A26951.4,"The life of faith in three parts, the first is a sermon on Heb. 11, 1, formerly preached before His Majesty, and published by his command, with another added for the fuller application : the second is instructions for confirming believers in the Christian faith : the third is directions how to live by faith, or how to exercise it upon all occasions / by Richard Baxter.","Baxter, Richard",1670,prose,"e already ? If you had _een the deluge and the Ark , and pre_ervation of one righteous family : the ",burn,ing of Sodom and Gomorrah with fire from Heaven ; and the _aving of Lot who_e righte___ _oul was gri,Y,LIT,,,12,,,"e already ? if you had _een the deluge and the ark , and pre_ervation of one righteous family : the",burning,of sodom and gomorrah with fire from heaven ; and the _aving of lot who_e righte___ _oul was gri
638,13,2569,A35221,"The English acquisitions in Guinea & East-India containing first, the several forts and castles of the Royal African Company, from Sally in South Barbary, to the Cape of Good Hope in Africa ... secondly, the forts and factories of the Honourable East-India Company in Persia, India, Sumatra, China, &c. ... : with an account of the inhabitants of all these countries ... : also the birds, beasts, serpents and monsters and other strange creatures found there ... : likewise, a description of the Isle of St. Helena, where the English usually refresh in their Indian voyages by R.B.","Crouch, Nathaniel",1700,prose,"f a foot broad on the top . They were no sooner arrived at Surat , but Savagi came and ransackt and ",burn,"t the Town , and there House among the rest , So that they could save nothing but their Letters . He",Y,LIT,,,13,,,"f a foot broad on the top . they were no sooner arrived at surat , but savagi came and ransackt and",burnt,"the town , and there house among the rest , so that they could save nothing but their letters . he"
639,16,1622,A35244,"Miracles of art and nature, or, A brief description of the several varieties of birds, beasts, fishes, plants, and fruits of other countreys : together with several other remarkable things in the world by R.B., Gent.","Crouch, Nathaniel",1678,prose,"ing ; but as soon as 'twas opened , that the Air came to it , it presently went out ; This Lamp had ",burn,"t there 15 hundred years . CHAP. XLVI . CRETE . TIs observable , that in CRETE , there is bred no Se",Y,LIT,,,16,,,"ing ; but as soon as 'twas opened , that the air came to it , it presently went out ; this lamp had",burnt,"there 15 hundred years . chap. xlvi . crete . tis observable , that in crete , there is bred no se"
640,17,978,K060142001.a4,"A tour thro' the whole island of Great Britain: Divided into circuits or journeys. Giving a particular and entertaining account of whatever is curious, and worth observation; .. By a gentleman. .. [pt.1]","Defoe, Daniel",1724,letters,"i_hed in the Time of Edward VI . and the Porch was de_igned by Hans Holbein . The Hall-_ide , being ",burn,"t down _ome Years ago , was rebuilt by the late Thomas Earl of Pembroke , then Lord High - Admiral o",Y,LIT,,,17,,,"i_hed in the time of edward vi . and the porch was de_igned by hans holbein . the hall-_ide , being",burnt,"down _ome years ago , was rebuilt by the late thomas earl of pembroke , then lord high - admiral o"
641,18,6867,A53064.a47,"CCXI sociable letters written by the thrice noble, illustrious, and excellent princess, the Lady Marchioness of Newcastle.","Cavendish, Margaret",1664,letters,"ng Drinks , as methinks the very Smell should put a Childbed - Wife into a Fever , as Hippocras and ",Burn,"t - Wine , with Hot Spices , Mulled Sack , Strong and High-colour'd Ale , well Spiced , and Stuffd w",Y,LIT,,,18,,,"ng drinks , as methinks the very smell should put a childbed - wife into a fever , as hippocras and",Burnt,"- wine , with hot spices , mulled sack , strong and high-colour'd ale , well spiced , and stuffd w"
642,19,3600,K032335000.a3,"Cato: A tragedy. As it is acted at the Theatre-Royal in Drury-Lane, by Her Majesty's servants. By Mr. Addison.","Addison, Joseph",1713,drama_tragedy,"e of their Superior Virtue ? Is there a Nation in the Wilds of Africk , Amid_t our barren Rocks and ",burn,"ing Sands , That does not tremble at the Roman Name ? Syph . Gods ! where's the Worth that _ets this",Y,MET,temperature,,19,,,"e of their superior virtue ? is there a nation in the wilds of africk , amid_t our barren rocks and",burning,"sands , that does not tremble at the roman name ? syph . gods ! where's the worth that _ets this"
643,21,3828,N00651,"Ecclesiastes. The life of the Reverend & Excellent Jonathan Mitchel; a Pastor of the church, and a glory of the colledge [sic], in Cambridge, New-England. / By Cotton Mather. ; [Three lines of quotation in Latin]","Mather, Cotton",1697,biography/memoirs,"Hundreds of Pounds was damnified . A Shallop , which he _ent unto the River's mouth was taken , and ",burn,"ed by the Pequots , and Three men in the Ve__el Slain , in all of whom he was nearly concerned : So ",Y,LIT,,,21,,,"hundreds of pounds was damnified . a shallop , which he _ent unto the river's mouth was taken , and",burned,"by the pequots , and three men in the ve__el slain , in all of whom he was nearly concerned : so"
644,22,2029,A91224.a3,"Mount-Orgueil: or Divine and profitable meditations raised from the contemplation of these three leaves of natures volume, 1. Rockes, 2. Seas, 3. Gardens, digested into three distinct poems. To which is prefixed, a poeticall description, of Mount-Orgueil Castle in the Isle of Jersy. By VVilliam Prynne, late exile, and close prisoner in the sayd Castle. A poem of The soules complaint against the body; and Comfortable cordialls against the discomforts of imprisonment, &c. are hereto annexed.","Prynne, William",1641,poetry,"hath a _hade mo_t _weete Again_t all _calding Heates , all _tormes we meete , Yea from his Fathers ",burn,"ing Wrath and Rage , Which none but he can quench , coole , or a__wage : O then in all _uch _corchin",Y,MET,emotion,extended,22,,,"hath a _hade mo_t _weete again_t all _calding heates , all _tormes we meete , yea from his fathers",burning,"wrath and rage , which none but he can quench , coole , or a__wage : o then in all _uch _corchin"
645,23,6859,127500500,"Memoirs of Ireland from the Restoration, to the present times. Containing I. An Account of the Designs of the Tories in England and Ireland, to ruin the Protestant Interest there, by breaking the Act of Settlement, and other Acts made for its Security, in 1660, & seq. II. A Conspiracy to massacre the Protestants, in 1674. III. A Plot for a French Invasion, and to betray the strong Cities and Ports to the Invaders. IV. The Debates concerning that Plot in the Parliament of England, and the Proceedings against the Earl of Tyrone, and others thereupon. V. Tyrconnel's Cruel and Arbitrary Government. VI. The Tyrannical Reign of the late King James, and his Treaty with Lewis the XIVth, to deliver up that Kingdom to him. Vii. Some Facts of the Wars in Ireland in 1689, 1690, 1691. Never before Printed. With lists of King James's officers civil and military; of his Popish Parliament in 1689, and of King William's Parliament in 1691. By the author of the Secret history of Europe.","Oldmixon, John",1716,prose,"e on them the Prosecution of their Idol Sacheverel for Sedition , they reported that the Dissenters ",burn,"t 'em themselves . As to Mr. Corker 's House , his Shepherd , William Carton , inform'd him , that t",Y,LIT,,,23,,,"e on them the prosecution of their idol sacheverel for sedition , they reported that the dissenters",burnt,"'em themselves . as to mr. corker 's house , his shepherd , william carton , inform'd him , that t"
646,24,6950,A37114,"The Turkish secretary containing the art of expressing ones thoughts, without seeing, speaking, or writing to one another  : with the circumstances of a Turkish adventure  : as also a most curious relation of translated by the author of the Monthly accoun","Phillips, John",1688,fiction,"d Women , who to prove their Love in their Extravagancies , run Daggers into their Arms , and cause ",burn,"ing Sulphur to be dropt into the Wound ; and I have commonly seen them , bite a piece of the flesh f",Y,LIT,,,24,,,"d women , who to prove their love in their extravagancies , run daggers into their arms , and cause",burning,"sulphur to be dropt into the wound ; and i have commonly seen them , bite a piece of the flesh f"
647,25,4900,A47542.a6,"A golden mine opened, or, The glory of God's rich grace displayed in the mediator to believers, and his direful wrath against impenitent sinners containing the substance of near forty sermons upon several subjects / by Benjamin Keach.","Keach, Benjamin",1694,sermons,"_pel , is like the opening the Pa_ture-Gate , and _o letting the Sheep into it . Did not our Hearts ",burn,"within us , while he talked with us , and opened the Scriptures ? 'Tis like the opening of the Box ",Y,MET,emotion,,25,,,"_pel , is like the opening the pa_ture-gate , and _o letting the sheep into it . did not our hearts",burn,"within us , while he talked with us , and opened the scriptures ? 'tis like the opening of the box"
648,26,1925,A27290,"The fair jilt, or, The history of Prince Tarquin and Miranda written by Mrs. A. Behn.","Behn, Aphra",1688,fiction,who did not design she shou'd now feel any sort of those easie Flames with which she had heretofore ,burn,"t , made her soon lay all those Considerations aside which us'd to invite her to love , and now lov'",Y,MET,emotion,,26,,,who did not design she shou'd now feel any sort of those easie flames with which she had heretofore,burnt,", made her soon lay all those considerations aside which us'd to invite her to love , and now lov'"
649,28,3312,474001500,"Mordecai's memorial: or, There's Nothing done for Him. Being A Satyr upon Some-Body, but I name No-Body: (or, in Plainer English, A Just and Generous Representation of Unrewarded Services, by which the Protestant Succession has been sav'd out of Danger.) Written By an Unknown and Disinterested Clergy-Man, And most humbly Inscrib'd to His Royal Highness the Prince of Wales, Guardian of these Realms.","Dunton, John",1716,prose,"us Doctrines , and Bad Practices of the Romish Church ( of which Church we must all be Members , or ",burn,"at the Stake for Hereticks , shou'd the Pretender be crown'd King ) in the best Light it was ever e",Y,LIT,,,28,,,"us doctrines , and bad practices of the romish church ( of which church we must all be members , or",burn,"at the stake for hereticks , shou'd the pretender be crown'd king ) in the best light it was ever e"
650,30,6715,18964184,"The general history of earthquakes being an account of the most remarkable and tremendous earthquakes that have happened in divers parts of the world, from the creation to this time, as they are recorded by sacred and common authors, and perticularly those lately in Naples, Smyrna, Jamaica and Sicily : with a description of the famous burning mount, AEtna, in that island, and relation of the several dreadful conflagrations and fiery irruptions thereof for many ages : likewise the natural and material causes of earthquakes, with the usual signs and prognosticks of their approach, and the consequents and effects that have followed several of them / by R.B.","Crouch, Nathaniel",1694,science_geography,"Brass Pillars , and many Images of Saints of rare workmanship . Part of the Archbishops Palace was ",burn,"t with Lightning , and some few of the Inhabitants were killed by the fall of Houses . Parermo , whe",Y,LIT,,,30,,,"brass pillars , and many images of saints of rare workmanship . part of the archbishops palace was",burnt,"with lightning , and some few of the inhabitants were killed by the fall of houses . parermo , whe"
651,31,3092,A54155,"Judas and the Jews combined against Christ and his followers being a re-joynder to the late nameless reply, called, Tyranny and hypocrisie detected, made against a book, entituled The spirit of Alexander the Coppersmith rebuked, &c. which was an answer to a pamphlet, called, The spirit of the hat, in which truth is cleared from scandals, and the Church of Christ, in her faith, doctrine, and just power and authority in discipline is clearly and fully vindicated against the malicious endeavours of a confederacy of some envious professors and vagabond, apostate Quakers / by ... William Penn ; to which are added several testimonies of persons concern'd.","Penn, William",1673,prose+v_testimony,Chapters in imitation of Solomon ; his Toyi_h conceited Rhymes ; his Title page of the Wren in the ,burn,"ing Bu_h waving her Wings of Contraction , &c. his peculiar Sub_cription , which was generally JOHN ",Y,LIT,,,31,,,chapters in imitation of solomon ; his toyi_h conceited rhymes ; his title page of the wren in the,burning,"bu_h waving her wings of contraction , &c. his peculiar sub_cription , which was generally john"
652,32,1202,K060142003.a0,"A tour thro' the whole island of Great Britain: Divided into circuits or journeys. Giving a particular and entertaining account of whatever is curious, and worth observation; .. By a gentleman. .. [pt.3]","Defoe, Daniel",1724,letters,"e round Area of Nine Acres , _urrounded with a deep Ditch and Rampire called Mardin - hour . It was ",burn,"t by the Danes , and rebuilt by Henry I . to repre_s a va_t Number of Robbers which infe_ted the Cou",Y,LIT,,,32,,,"e round area of nine acres , _urrounded with a deep ditch and rampire called mardin - hour . it was",burnt,"by the danes , and rebuilt by henry i . to repre_s a va_t number of robbers which infe_ted the cou"
653,33,6740,A47611.a13,"Spiritual melody, containing near three hundred sacred hymns. By Benjamin Keach, author of Trhopolgia, pastor of the Church of Christ meeting on Horsly-down, Southwark","Keach, Benjamin",1691,hymns/psalms,"in the night of ignorance , Whil_t Men lye on their beds , They hear the cry of Fire , Fire , Ju_t ",burn,"ing o're their heads . The Second Part . 1 A fire al_o con_umes amain , It famous Cities _poyl ; So ",Y,LIT,,,33,,,"in the night of ignorance , whil_t men lye on their beds , they hear the cry of fire , fire , ju_t",burning,"o're their heads . the second part . 1 a fire al_o con_umes amain , it famous cities _poyl ; so"
654,36,6825,N00162,"An earnest exhortation to the inhabitants of New-England, to hearken to the voice of God in his late and present dispensations as ever they desire to escape another judgement, seven times greater that any thing which as yet hath been. / By Increase Mather; teacher of a church in Boston in New-England. ; [Eight lines of Scripture texts]","Mather, Increase",1676,prose,nd Faithfulness mix his Dispensations towards us . June 19 . A party of Indians set upon Swanzy and ,burn,"t down the remaining houses there , except five houses whereof four were Garisons . June 20 . Connec",Y,LIT,,,36,,,nd faithfulness mix his dispensations towards us . june 19 . a party of indians set upon swanzy and,burnt,"down the remaining houses there , except five houses whereof four were garisons . june 20 . connec"
655,37,787,A66741.a12,"Wit and drollery joviall poems / corrected and much amended, with new additions, by Sir J.M. ... Sir W.D. ... and the most refined wits of the age.","Phillips, John",1661,poetry,"r Lincoln . 6 . If ever I do tame Great Iove of lightnings flashes ; I'le send my fiery flame , And ",burn,"thee into ashes . 7 . I can by no meanes miss thee , But needs must have thee one day , I prethee c",Y,MET,emotion,extended,37,,,"r lincoln . 6 . if ever i do tame great iove of lightnings flashes ; i'le send my fiery flame , and",burn,"thee into ashes . 7 . i can by no meanes miss thee , but needs must have thee one day , i prethee c"
656,39,2465,18207276,"The absurdity and idolatry of host-worship proved, by shewing how it answers what is said in scripture and the writtings of the fathers, to shew the folly and idolatry committed in the worship of heathen deities : also a full answer to all those pleas by which papists would wipe off the charge of idolatry, and an appendix against transubstantiation, with some reflexions on a late popish book called The guide in controversies / by Daniel Whitby ...","Whitby, Daniel",1679,prose,t to the whole world . And yet we know the Church of Rome commands that at the least one lamp shall ,burn,"before the Host continually , if not more ; that when the Host is carried to the sick , there shall",Y,LIT,,,39,,,t to the whole world . and yet we know the church of rome commands that at the least one lamp shall,burn,"before the host continually , if not more ; that when the host is carried to the sick , there shall"
657,40,11,A47831,"A compendious history of the most remarkable passages of the last fourteen years with an account of the plot, as it was carried on both before and after the fire of London, to this present time.","L'Estrange, Roger",1680,miscellany,"ation of this our Testimony , we do hereby this day , being the twenty ninth of May 1679 . publicly ",burn,"them at the Cross of Glasgow most justly , as they Perfidiously and Blasphemously had burnt our hol",Y,LIT,,,40,,,"ation of this our testimony , we do hereby this day , being the twenty ninth of may 1679 . publicly",burn,"them at the cross of glasgow most justly , as they perfidiously and blasphemously had burnt our hol"
658,41,2074,N00242.a0,"Heavens alarm to the world. Or A sermon wherein is shewed, that fearful sights and signs in heaven are the presages of great calamities at hand. By Increase Mather; teacher of a church in Boston in New-England. ; [Eleven lines of Scripture texts]","Mather, Increase",1681,sermons,"that he is resembled to that sort of Comets , which is called Lampadias . And when there is a star ",burn,"ing and blazing in heaven commonly it proveth fatal to some Augustulus , whence great changes and mi",Y,LIT,,,41,,,"that he is resembled to that sort of comets , which is called lampadias . and when there is a star",burning,"and blazing in heaven commonly it proveth fatal to some augustulus , whence great changes and mi"
659,44,2212,FRHO_2,The Free-Holder,"Addison, Joseph",1716,magazine,"ge and solemn Assemblies ; a Man must be of a very cold or degenerate Temper , whose Heart doth not ",burn,"within him in the midst of that Praise and Adoration , which arises at the same Hour in all the dif",Y,MET,emotion,,44,,,"ge and solemn assemblies ; a man must be of a very cold or degenerate temper , whose heart doth not",burn,"within him in the midst of that praise and adoration , which arises at the same hour in all the dif"
660,45,6028,K098900004.31,The lucubrations of Isaac Bickerstaff Esq: revised and corrected by the author. .. [pt.4],"Steele, Richard",1710,prose,"e Time , _o generou_ly cha_t and virtuous as to give his Captive Statira her Liberty ; at another , ",burn,ing a Town at the In_tigation of Thais . This Sort of Changes in the _ame Per_on are what would be m,Y,LIT,,,45,,,"e time , _o generou_ly cha_t and virtuous as to give his captive statira her liberty ; at another ,",burning,a town at the in_tigation of thais . this sort of changes in the _ame per_on are what would be m
661,46,3475,A36965.a36,"The comical history of Don Quixote as it is acted at the Queens Theatre in Dorset-Garden, by Their Majesties servants / written by Mr. D'Urfey.","D'Urfey, Thomas",1694,drama_comedy,"h thy _elf , Tib , and Crookhorn , and the rest of the O_en , if thou wilt . An @ Wife lets the Pig ",burn,"by the _ires when thou hast her , Boy , e'en draw together a gods - name . Iaq. By Conscience , and",Y,LIT,,,46,,,"h thy _elf , tib , and crookhorn , and the rest of the o_en , if thou wilt . an @ wife lets the pig",burn,"by the _ires when thou hast her , boy , e'en draw together a gods - name . iaq. by conscience , and"
662,49,268,49520864,"Martyrs in flames, or, Popery (in its true colours) displayed. Being a brief relation of the horrid cruelties and persecutions of the Pope and Church of rome for many hundred years past, to this present age, inflicted upon Protestants in Piedmont ... : With an abstract of the cruel persecution lately exercised upon the Protestants in France and Savoy, in the year 1686 and 1687. : Together with a short account of Gods judgment upon popish persecutors. / Published for a warning to all Protestants, [] what they must expect from that bloody generation of Antichristians. By R.B.","Crouch, Nathaniel",1693,biography/memoirs,"e Popish Religion ( if it deserves that name ) and none at all , since Treasons , Murders , Rapes , ",Burn,"ings , Perjuries , and all the horrid Cruelties Hell it self can invent , are so far from being coun",Y,LIT,,,49,,,"e popish religion ( if it deserves that name ) and none at all , since treasons , murders , rapes ,",Burnings,", perjuries , and all the horrid cruelties hell it self can invent , are so far from being coun"
663,50,3281,A30202,"Seasonable counsel, or, Advice to sufferers by John Bunyan.","Bunyan, John",1684,prose,"rs are further from . These men are like the flie that cannot let the candle alone , until she hath ",burn,ed her self in the flame . Magistrates and men in Power have fortified themselves from being attacqu,Y,LIT,,,50,,,"rs are further from . these men are like the flie that cannot let the candle alone , until she hath",burned,her self in the flame . magistrates and men in power have fortified themselves from being attacqu
664,51,3988,A56191.a96,"A pleasant purge for a Roman Catholike to evacuate his evill humours consisting of a century of polemicall epigrams, wherein divers grosse errors and corruptions of the Church of Rome are discovered, censured, refuted, in a facetious yet serious manner / by William Prynne ...","Prynne, William",1642,poetry_epigram,"s , _ayd by _core , Yea Ave Mary Bels , not known afore Time ; Holy - water , Holy - bred , Candels ",Burn,"ing at Noon-day ; Chri_tning , hallowing Bells , Palmes , Churches , Church - yards , Altars , Chali",Y,LIT,,,51,,,"s , _ayd by _core , yea ave mary bels , not known afore time ; holy - water , holy - bred , candels",Burning,"at noon-day ; chri_tning , hallowing bells , palmes , churches , church - yards , altars , chali"
665,52,685,N00179,"A relation of the troubles which have hapned in New-England, by reason of the Indians there. From the year 1614 to the year 1675. : Wherein the frequent conspiracyes of the Indians to cutt off the English, and the wonderfull providence of God, in disappointing their devices, is declared. : Together with an historical discourse concerning the prevalency of prayer; shewing that New Englands late deliverance from the rage of the heathen is an eminent answer of prayer. / By Increase Mather teacher of a church in Boston in New-England. ; [Nine lines of quotations]","Mather, Increase",1677,prose,"of the Indians which were in the Fort escaped , whole companyes of them gathered together and were ",burn,"t to death ; those that escaped the Fire , the English without the Fort slew them with the sword , s",Y,LIT,,,52,,,"of the indians which were in the fort escaped , whole companyes of them gathered together and were",burnt,"to death ; those that escaped the fire , the english without the fort slew them with the sword , s"
666,55,3363,N22949,"A journey to Jerusalem, containing the travels of fourteen Englishmen in 1667, to the Holy Land, and other memorable places noted in Scripture. : To which is prefixed, memorable remarks upon the ancient and modern state of the Jewish nation. : Together with a relation of the great council of the Jews in the plains of Hungary, in 1650, to examine the Scriptures concerning Christ. --By Samuel Beert [i.e., Brett], an English gentleman there present. : With an account of the wonderful delusion of the Jews by a false Messiah at Smyrna, 1666. / Collected by R. Burton.","Crouch, Nathaniel",1716,prose+letters,"needs proclaim him_elf to be the Me__iah , whom Charles the fir_t , emperor of Germany cau_ed to be ",burn,t ; and Maimonides reckons up four other fal_e Chri_ts that did ari_e among the Jews in Spain and Fr,Y,LIT,,,55,,,"needs proclaim him_elf to be the me__iah , whom charles the fir_t , emperor of germany cau_ed to be",burnt,; and maimonides reckons up four other fal_e chri_ts that did ari_e among the jews in spain and fr
667,56,441,49520864,"Martyrs in flames, or, Popery (in its true colours) displayed. Being a brief relation of the horrid cruelties and persecutions of the Pope and Church of rome for many hundred years past, to this present age, inflicted upon Protestants in Piedmont ... : With an abstract of the cruel persecution lately exercised upon the Protestants in France and Savoy, in the year 1686 and 1687. : Together with a short account of Gods judgment upon popish persecutors. / Published for a warning to all Protestants, [] what they must expect from that bloody generation of Antichristians. By R.B.","Crouch, Nathaniel",1693,biography/memoirs,"appointed for him . 4 . Dr. Whittington Chancellor , having condemned a Godly Religious woman to be ",Burn,"t at Chipping Sadbury , a multitude of People came to see her Suffer , and among the rest Whittingto",Y,LIT,,,56,,,"appointed for him . 4 . dr. whittington chancellor , having condemned a godly religious woman to be",Burnt,"at chipping sadbury , a multitude of people came to see her suffer , and among the rest whittingto"
668,59,4490,A28938,"The aerial noctiluca, or, Some new phÏnomena, and a process of a factitious self-shining substance imparted in a letter to a friend living in the country / by the honourable Robert Boyle ...","Boyle, Robert",1680,science_chemistry+letters,"momentany , and not very vehement , motion , it was put into an agitation , that made it capable of ",burn,ing New Callico ( for of that the Apron was made . ) Ob_erv. VII . SInce I u_ually _et down the Noct,Y,LIT,,,59,,,"momentany , and not very vehement , motion , it was put into an agitation , that made it capable of",burning,new callico ( for of that the apron was made . ) ob_erv. vii . since i u_ually _et down the noct
