,level_0,id,docid,title,author,date,genre,lhs,match,rhs,Level 1,Level 2,domain,comment,index,Unnamed: 0,Unnamed: 0.1,Context before,token,Context after
868,21,8069,A27028,"Schism detected in both extreams, or, Two sorts of sinful separation the first part detecteth the schismatical principles of a resolver of three cases about church-communion, the second part confuteth the separation pleaded for in a book famed to be written by Mr. Raphson.","Baxter, Richard",1683,prose,"was Preaching , a mi_taken Voice in the _treet made them think the Hereticks had _et the Church on ",fire,", and they _eparated from the Preacher , one Fryer _tuck by the belly that was going out at the win",Y,LIT,,,21,,,"was preaching , a mi_taken voice in the _treet made them think the hereticks had _et the church on",fire,", and they _eparated from the preacher , one fryer _tuck by the belly that was going out at the win"
869,22,2183,11258779,Considerations humbly offered for taking the oath of allegiance to King William and Queen Mary,"Whitby, Daniel",1689,prose,"in it , though I found it smoaky , and wanting Accommodations for my Health ; but not when it is on ",Fire,", or ready to fall down upon my Head , because the Observation of it to my own immediate Destructio",Y,LIT,,,22,,,"in it , though i found it smoaky , and wanting accommodations for my health ; but not when it is on",Fire,", or ready to fall down upon my head , because the observation of it to my own immediate destructio"
870,23,7156,A47509.a44,"The glorious lover a divine poem upon the adorable mystery of sinners redemption / by B.K., author of War with the Devil.","Keach, Benjamin",1679,speech,"if thou but giv'_t command , I pre_ently will cut her down with Ire , Fit fewel for an Everla_ting ",fire,.,Y,MET,UNK,extended,23,,,"if thou but giv'_t command , i pre_ently will cut her down with ire , fit fewel for an everla_ting",fire, .
871,24,1541,A10187.a25,"Histrio-mastix The players scourge, or, actors trag¾die, divided into two parts. Wherein it is largely evidenced, by divers arguments, by the concurring authorities and resolutions of sundry texts of Scripture ... That popular stage-playes ... are sinfull, heathenish, lewde, ungodly spectacles, and most pernicious corruptions; condemned in all ages, as intolerable mischiefes to churches, to republickes, to the manners, mindes, and soules of men. And that the profession of play-poets, of stage-players; together with the penning, acting, and frequenting of stage-playes, are unlawfull, infamous and misbeseeming Christians. All pretences to the contrary are here likewise fully answered; and the unlawfulnes of acting, of beholding academicall enterludes, briefly discussed; besides sundry other particulars concerning dancing, dicing, health-drinking, &c. of which the table will informe you. By William Prynne, an vtter-barrester of Lincolnes Inne.","Prynne, William",1633,prose,"ght provoke them to them : how much more then must our common Actors and Play - haunters , who adde ",fire,", spurres , and fewell to their enraged , unbrideled lusts in Stage - playes , be much more conquer",Y,MET,UNK,,24,,,"ght provoke them to them : how much more then must our common actors and play - haunters , who adde",fire,", spurres , and fewell to their enraged , unbrideled lusts in stage - playes , be much more conquer"
872,25,705,12276879,"Tracts written by the Honourable Robert Boyle containing New experiments, touching the relation betwixt flame and air, and about explosions, an hydrostatical discourse occasion'd by some objections of Dr. Henry More against some explications of new experiments made by the author of these tracts : to which is annex't, An hydrostatical letter, dilucidating an experiment about a way of weighing water in water, new experiments, of the positive or relative levity of bodies under water, of the air's spring on bodies under water, about the differing pressure of heavy solids and fluids.","Boyle, Robert",1672,science_chemistry+letters,"its inflammation . EXPER. III . A strange Experiment upon Gunpowder , shewing , that though it were ",fire,"d it self , yet would not fire the contiguous grains in Vacuo Boyliano . THe preceding Tryals may su",Y,LIT,,,25,,,"its inflammation . exper. iii . a strange experiment upon gunpowder , shewing , that though it were",fire,"d it self , yet would not fire the contiguous grains in vacuo boyliano . the preceding tryals may su"
873,26,4895,A37192,The vnfortvnate lovers a tragedie : as it was lately acted with great applause at the private house in Black-Fryers by His Majesties servants / the author William Davenant ...,"Davenant, Sir William",1638,drama_tragedy,"efe . Arthiopa !Ñ Arthiopa . Flie , flie , my Lord , and follow not this light , It is that walking ",fire,"within the night Mi_leads the traveller , and like an Unwhole_ome mi_t about it , needs mu_t bla_t ",Y,MET,UNK,,26,,,"efe . arthiopa !ñ arthiopa . flie , flie , my lord , and follow not this light , it is that walking",fire,"within the night mi_leads the traveller , and like an unwhole_ome mi_t about it , needs mu_t bla_t"
874,27,582,49520864,"Martyrs in flames, or, Popery (in its true colours) displayed. Being a brief relation of the horrid cruelties and persecutions of the Pope and Church of rome for many hundred years past, to this present age, inflicted upon Protestants in Piedmont ... : With an abstract of the cruel persecution lately exercised upon the Protestants in France and Savoy, in the year 1686 and 1687. : Together with a short account of Gods judgment upon popish persecutors. / Published for a warning to all Protestants, [] what they must expect from that bloody generation of Antichristians. By R.B.","Crouch, Nathaniel",1693,biography/memoirs,"t four a Clock in the Afternoon , at which time came one of his Servants posting to tell him , that ",fire,"was put to these Servants of God ; which when he was certified of , he came out rejoyeing to the Du",Y,LIT,,,27,,,"t four a clock in the afternoon , at which time came one of his servants posting to tell him , that",fire,"was put to these servants of god ; which when he was certified of , he came out rejoyeing to the du"
875,28,573,49520864,"Martyrs in flames, or, Popery (in its true colours) displayed. Being a brief relation of the horrid cruelties and persecutions of the Pope and Church of rome for many hundred years past, to this present age, inflicted upon Protestants in Piedmont ... : With an abstract of the cruel persecution lately exercised upon the Protestants in France and Savoy, in the year 1686 and 1687. : Together with a short account of Gods judgment upon popish persecutors. / Published for a warning to all Protestants, [] what they must expect from that bloody generation of Antichristians. By R.B.","Crouch, Nathaniel",1693,biography/memoirs,et till he had freely discovered the whole matter ; Affirming that by Peidelows directions he put a ,Fire,#NAME?,Y,LIT,,I think literal?,28,,,et till he had freely discovered the whole matter ; affirming that by peidelows directions he put a,Fire, #name?
876,32,11996,18964184,"The general history of earthquakes being an account of the most remarkable and tremendous earthquakes that have happened in divers parts of the world, from the creation to this time, as they are recorded by sacred and common authors, and perticularly those lately in Naples, Smyrna, Jamaica and Sicily : with a description of the famous burning mount, AEtna, in that island, and relation of the several dreadful conflagrations and fiery irruptions thereof for many ages : likewise the natural and material causes of earthquakes, with the usual signs and prognosticks of their approach, and the consequents and effects that have followed several of them / by R.B.","Crouch, Nathaniel",1694,science_geography,out of Pliny thus writes ; In the year 726 . a Vapour was seen to bubble forth out of a Chimney of ,Fire,", between the Islands of Theresia , or Santorin from the very bottom of the Sea , which continued s",Y,LIT,,,32,,,out of pliny thus writes ; in the year 726 . a vapour was seen to bubble forth out of a chimney of,Fire,", between the islands of theresia , or santorin from the very bottom of the sea , which continued s"
877,34,12938,A27326.a0,To poet Bavius occasion'd by his satyr he writ in his verses to the King upon the Queen's being deliver'd of a son.,"Behn, Aphra",1688,poetry,"desperate Ray Controule : 'Tis False , thy Muse was Tame , as is thy Soul : Thou hast no Rage , no ",Fire,", no Spirit or Power , But Feeble Rancor , for the Happy Hour . Some could not Bridle their Officio",Y,MET,emotion,,34,,,"desperate ray controule : 'tis false , thy muse was tame , as is thy soul : thou hast no rage , no",Fire,", no spirit or power , but feeble rancor , for the happy hour . some could not bridle their officio"
878,35,7391,N00887,"Christianus per ignem. Or, A disciple warming of himself and owning of his Lord: with devout and useful meditations, fetch'd out of the fire, by a Christian in a cold season, sitting before it. A work though never out of season, yet more particularly, designed for the seasonable and profitable entertainment, of them that would well employ their liesure [sic] by the fire-side. : [Three lines in Latin from Alsted]","Mather, Cotton",1702,prose+poetry,"Dismiss them ; & I will instead thereof lay this Charge upon my Soul . O my Soul , when I have the ",Fire,"before me , Let thy Thoughts run sometimes upon that Great , and Last , & Horrible Fire that shall ",Y,LIT,,,35,,,"dismiss them ; & i will instead thereof lay this charge upon my soul . o my soul , when i have the",Fire,"before me , let thy thoughts run sometimes upon that great , and last , & horrible fire that shall"
879,36,6917,K007970000.a6,Rosamond: An opera. Humbly inscrib'd to Her Grace the Dutchess of Marlborough.,"Addison, Joseph",1707,drama_opera,"would live , and live without thee ! But oh the Sight my Soul alarms : My Lord appears , I'm all on ",Fire,"! Why am I bani_h'd from his Arms ? My Heart's too full , I mu_t retire . [ Retires to the End of t",Y,MET,UNK,,36,,,"would live , and live without thee ! but oh the sight my soul alarms : my lord appears , i'm all on",Fire,"! why am i bani_h'd from his arms ? my heart's too full , i mu_t retire . [ retires to the end of t"
880,37,9210,A70766,"Moderation a vertue, or, A vindication of the principles and practices of the moderate divines and laity of the Church of England represented in some late immoderate discourses, under the nick-names of Grindalizers and Trimmers / by a lover of moderation, resident upon his cure ; with an appendix, demonstrating that parish-churches are no conventicles ... in answer to a late pamphlet entitled, Parish-churches turned into conventicles, &c.","Owen, John",1683,prose,"m Rome may blow it upon themselves ; and when they suffer in it , they will have cause to say , the ",Fire,"was too hot and raging , and will be glad to save a little by the helping hand of Moderation . But ",Y,MET,UNK,extended,37,,,"m rome may blow it upon themselves ; and when they suffer in it , they will have cause to say , the",Fire,"was too hot and raging , and will be glad to save a little by the helping hand of moderation . but"
881,38,9009,A36653.a1,"The mistaken husband a comedie, as it is acted by His Majesties servants at the Theatre-Royall / by a person of quality.","Dryden, John",1675,drama_comedy,"t-gown . Tho. Oh Isbel ! fie , fie ; Isbel , fie . Isb . O the Lord ! Thomas , where , where is the ",Fire,? I'le Be hang'd if it be not in our Neighbours house The Pewterer ; for they are up knocking Early,Y,MET,UNK,extended,38,,,"t-gown . tho. oh isbel ! fie , fie ; isbel , fie . isb . o the lord ! thomas , where , where is the",Fire,? i'le be hang'd if it be not in our neighbours house the pewterer ; for they are up knocking early
882,39,5666,A91187.a0,"A fresh discovery of some prodigious new wandring-blasing-stars, & firebrands, stiling themselves nevv-lights, firing our church and state into new combustions. Divided into ten sections, comprising severall most libellous, scandalous, seditious, insolent, uncharitable, (and some blasphemous) passages; published in late unlicensed printed pamphlets, against the ecclesiasticall jurisdiction and power of parliaments, councels, synods, Christian kings and magistrates, in generall; the ordinances and proceedings of this present Parliament, in speciall: the national covenant, assembly, directory, our brethren of Scotland, Presbyterian government; the Church of England, with her ministers, worship; the opposers of independent novelties; ... Whereunto some letters and papers lately sent from the Sommer-Islands, are subjoyned, relating the schismaticall, illegal, tyrannical proceedings of some Independents there, in gathering their new-churches, to the great distraction and prejudice of that plantation. / Published for the common good by William Prynne of Lincolnes Inne, Esquire.","Prynne, William",1645,letters,"way ; as long as our Ordinance is laden with Tythes , offerings oblations , they'le be _ure to give ",fire,"; but _hould the State deprive their Religion of all Eccle_iasticall revenue , of par_onages , tyth",Y,MET,UNK,extended,39,,,"way ; as long as our ordinance is laden with tythes , offerings oblations , they'le be _ure to give",fire,"; but _hould the state deprive their religion of all eccle_iasticall revenue , of par_onages , tyth"
883,40,11073,A47086.a0,"A trumpet blown in Zion, or, An allarm in God's holy mountain containing an exposition of that metaphorical Scripture, Matth. III, 12 : lately delivered in two sermons ... / by Benjamin Keach ...","Keach, Benjamin",1694,sermons,"tary fire is _een , but internal Wrath is only felt inwardly , it cannot be _een . 3 . The fierce_t ",fire,"that ever was kindled hath been overcome , and by Engines or In_truments put out , but the fire of ",Y,LIT,,,40,,,"tary fire is _een , but internal wrath is only felt inwardly , it cannot be _een . 3 . the fierce_t",fire,"that ever was kindled hath been overcome , and by engines or in_truments put out , but the fire of"
884,42,3565,A30150.a0,"The greatness of the soul and unspeakableness of the loss thereof with the causes of the losing it : first preached at Pinners-Hall, and now enlarged and published for good / by John Bunyan.","Bunyan, John",1683,sermons,"r then . It is common among Men , when we see the Form of a Man's countenance changed , when we see ",Fire,"sparkle out of his Eyes , when we read rage and fury in every cast of his Face , even before he say",Y,MET,emotion,,42,,,"r then . it is common among men , when we see the form of a man's countenance changed , when we see",Fire,"sparkle out of his eyes , when we read rage and fury in every cast of his face , even before he say"
885,43,10573,A69536,The judgment of non-conformists about the difference between grace and morality,"Baxter, Richard",1676,prose,"when in Wars , or a Cour_e of Ju_tice , he may take away his Life . He that _eeth his Neighbour in ",Fire,", or Water , or among Thieves , and could _ave him by lawful means , and doth not , is guilty of hi",Y,LIT,,,43,,,"when in wars , or a cour_e of ju_tice , he may take away his life . he that _eeth his neighbour in",Fire,", or water , or among thieves , and could _ave him by lawful means , and doth not , is guilty of hi"
886,44,11459,12259728,"The history of the kingdom of Ireland being an account of all the battles, sieges and other considerable transactions both civil and military, during the late wars there, till the entire reduction of that countrey by the victorious arms of our most gracious soveraign, King William : to which is prefixed, a brief relation of the ancient inhabitants, and first conquest of that nation by King Henry II, and of all the remarkable passages in the reign of every king to this time, particularly the horrid rebellion and massacre in 1641, with the popish and arbitrary designs that were carried on there, in the last reigns / by R.B.","Crouch, Nathaniel",1693,prose,"found newly burnt and Deserted by the D. of Berwick and his Forces , who had only time to set it on ",fire,", and take all the People , with whatsoever was valuable along with him ; upon which , the Duke sen",Y,LIT,,,44,,,"found newly burnt and deserted by the d. of berwick and his forces , who had only time to set it on",fire,", and take all the people , with whatsoever was valuable along with him ; upon which , the duke sen"
887,45,11594,159101600,"The consolidator: or memoirs of sundry transactions from the world in the moon. Translated out of the lunar language, by the author of The true born English-Man. The second edition, with the substance of a letter wrote to the Author of these Sheets while he was in the Regions of the Moon, concerning the will and disposition of the crown of Ebronia; as also a Specimin of very valuable Books, lately Publish'd in the Lunar World.","Defoe, Daniel",1705,fiction,"b , and these are called Elevators : The Mechanick Operations of these are wonderful , and helpt by ",Fire,"; by which the Sences are raised to all the strange Extreames we can imagine , and whereby the Inte",Y,LIT,,,45,,,"b , and these are called elevators : the mechanick operations of these are wonderful , and helpt by",Fire,"; by which the sences are raised to all the strange extreames we can imagine , and whereby the inte"
888,46,1305,A28991,"Medicina hydrostatica, or, Hydrostaticks applyed to the materia medica shewing how by the weight that divers bodies, us'd in physick, have in water : one may discover whether they be genuine or adulterate : to which is subjoyn'd a previous hydrostatical way of estimating ores / by the Honourable Robert Boyle ...","Boyle, Robert",1690,science,"s , as of Lead , Tin , &c. Of which I had carefully made a Collection , ( that was lo_t by a _udden ",Fire,", broke out in the place where I kept them , ) but of the Ores that were pre_ented me from _everal ",Y,LIT,,,46,,,"s , as of lead , tin , &c. of which i had carefully made a collection , ( that was lo_t by a _udden",Fire,", broke out in the place where i kept them , ) but of the ores that were pre_ented me from _everal"
889,47,12108,A40688.a0,"A sermon preached at the Collegiat [sic] Church of S. Peter in Westminster, on the 27 of March, being the day of His Majesties inauguration by Thomas Fuller.","Fuller, Thomas",1643,sermons,"l the marrow and moisture of the wealth thereof wasted and consumed , oft times casting it into the ",fire,", burning beautifull buildings to ashes , and oft times into the water , drowning fruitfull medowes",Y,LIT,,,47,,,"l the marrow and moisture of the wealth thereof wasted and consumed , oft times casting it into the",fire,", burning beautifull buildings to ashes , and oft times into the water , drowning fruitfull medowes"
890,48,11147,1761000103_35,"The history of the grand rebellion; containing, the most remarkable transactions from the beginning of the reign of King Charles I. to the happy restoration. ... Digested into verse. Illustrated with about a hundred heads, ... In three volumes. ... The most Remarkable Transactions Of the Third Year of the Reign of King Charees the First, Anno Dom. 1627.","Ward, Edward 'Ned'",1713,prose,"hundred Foot And forty Horse , who gave 'em a salute , With so much Brav'ry , that , to shun their ",Fire,", The French did to the Fort again retire ; To Monsieur Bossompiere and Haliere 's shame , The two ",Y,LIT,,,48,,,"hundred foot and forty horse , who gave 'em a salute , with so much brav'ry , that , to shun their",Fire,", the french did to the fort again retire ; to monsieur bossompiere and haliere 's shame , the two"
891,49,7002,A26888,"The certainty of the worlds of spirits and, consequently, of the immortality of souls of the malice and misery of the devils and the damned : and of the blessedness of the justified, fully evinced by the unquestionable histories of apparitions, operations, witchcrafts, voices &c. / written, as an addition to many other treatises for the conviction of Sadduces and infidels, by Richard Baxter.","Baxter, Richard",1691,prose,"Angels have a special Care of Infants . The Church that my Grandmother w_ bo_ near , had a Ball of ",Fire,", by Ligh_ ning , came in at the Belfrey - window , an_ turn'd up the Grave - stones , and went out",Y,LIT,,,49,,,"angels have a special care of infants . the church that my grandmother w_ bo_ near , had a ball of",Fire,", by ligh_ ning , came in at the belfrey - window , an_ turn'd up the grave - stones , and went out"
892,54,804,A28998.a18,"Memoirs for the natural history of humane blood, especially the spirit of that liquor by Robert Boyle.","Boyle, Robert",1683,science,"rth or Terre_trial _ub_tance , which , I keep by me , becau_e , notwith_tanding all the violence of ",fire,"it has undergone , 'tis of a Red Colour , which _eems to _ome to have an Eye of Purple in it .",Y,LIT,,,54,,,"rth or terre_trial _ub_tance , which , i keep by me , becau_e , notwith_tanding all the violence of",fire,"it has undergone , 'tis of a red colour , which _eems to _ome to have an eye of purple in it ."
893,55,1364,N00686.a0,"David serving his generation. Or, A sermon shewing what is to be done in order to our so serving our generation, as that when we dy, we shall enter into a blessed rest. (Wherein some assount is given concerning many eminent ministers of Christ at London, as well as in N.E. lastly gone to their rest.) Occasioned by the death, of the Reverend Mr. John Baily, who deceased at Boston in New-England. December 12th 1697. / By Increase Mather, president of Harvard College. ; [Three lines from Numbers]","Mather, Increase",1698,sermons_funeral,"one of the Martyrs in Scotland , that was burnt to Death for his Religion , that the _moke of that ",fire,"infected all that it was blown upon , and made them turn Prote_tants . But in pa__ive as well as ac",Y,LIT,,,55,,,"one of the martyrs in scotland , that was burnt to death for his religion , that the _moke of that",fire,"infected all that it was blown upon , and made them turn prote_tants . but in pa__ive as well as ac"
894,56,1075,A67504,A frolick to Horn-fair with a walk from Cuckold's-point thro' Deptford and Greenwich.,"Ward, Edward 'Ned'",1700,satire,"ithout spoiling their Lac'd Shooes , or dragling their Holiday Petticoates . When we had procur'd a ",Fire,"to recover our Natural Warmth , of which the Coldness of the Water had almost Robb'd us , I began t",Y,LIT,,,56,,,"ithout spoiling their lac'd shooes , or dragling their holiday petticoates . when we had procur'd a",Fire,"to recover our natural warmth , of which the coldness of the water had almost robb'd us , i began t"
895,58,12532,A26964,"The nonconformists advocate, or, A farther account of their judgment in certain things in which they are misunderstood written principally in vindication of A letter from a minister to a person of quality, shewing some reasons for his nonconformity, modesty answering the exceptions of two violent opposers of the said reasons.","Baxter, Richard",1680,letters,"n the multitude would have taken the Tower , and violently broken into the utter door , and bid the ",fire,"_hould be brought to burn it , he being ready to be taken on every _de , fell upon his Sword Chu_in",Y,LIT,,,58,,,"n the multitude would have taken the tower , and violently broken into the utter door , and bid the",fire,"_hould be brought to burn it , he being ready to be taken on every _de , fell upon his sword chu_in"
896,61,5010,560700200,"The compleat sportsman. In three parts. Part I. Containing the nature and various kinds of game, under their several Denominations, with the best Methods of taking the same, by Shooting, Hunting, Dogs, Nets, and otherwise; and the Laws and Statutes made for Preservation of the Game, with Warrants to impower Game-Keepers, &c. Part II. Of the best Situations and Methods of erecting and Management of Parks, Warrens, &c. Of Hunting the Buck, Doe, &c. And a concise Abridgment of the Forest-Laws, and of all the Laws and Statutes relating to Deer: Methodically interspersed with Precedents of Warrants for Deer, &c. Part III. Of fish and fishing; the most successful Methods of Angling; the only proper Baits, Tackle and agreeable Seasons for taking all Sorts of Fish; and the Rivers wherein they are to be found; with the Statutes relating to Fishing, &c.","Jacob, Giles",1718,undetermined,"hall proceed to a threefold Judgment , the Party taking with him five others . But the Purgation of ",Fire,"shall not be admitted , unless the Truth cannot otherwise be discover'd . XII . But a Freeman ( if ",Y,LIT,,,61,,,"hall proceed to a threefold judgment , the party taking with him five others . but the purgation of",Fire,"shall not be admitted , unless the truth cannot otherwise be discover'd . xii . but a freeman ( if"
897,63,11263,12711821,"The wars in England, Scotland and Ireland, or, An impartial account of all the battels, sieges, and other remarkable transactions, revolutions and accidents, which have happened from the beginning of the reign of King Charles I, in 1625, to His Majesties happy restauration, 1660 illustrated with pictures of some considerable matters curiously ingraven on copper plates.","Crouch, Nathaniel",1681,prose,nswer was Received with the general joy and Satisfaction of both Houses ; and the Citizens made Bone,fire,"s , and Rung Bells , and his Majesty for further Satisfaction was pleased to receive into Favour Abb",Y,LIT,,,63,,,nswer was received with the general joy and satisfaction of both houses ; and the citizens made bone,fires,", and rung bells , and his majesty for further satisfaction was pleased to receive into favour abb"
898,64,1108,246400500,"The country gentleman's vade mecum. Containing an account of the best methods to improve lands, plowing and sowing of corn; reaping, mowing, &c. Hedging, Ditching, and all Sorts of Husbandry. Of Horses, Cattle, Receipts to cure Diseases incident to them,","Jacob, Giles",1717,science,"; and Man's Body , or the lesser World , is a Mass compounded of the four Elements , Earth , Air , ",Fire,", and Water . Water and Earth are heavy , and Fire and Air are light , and the Diversity of Colours",Y,LIT,,Is the element of 'fire' literal fire?,64,,,"; and man's body , or the lesser world , is a mass compounded of the four elements , earth , air ,",Fire,", and water . water and earth are heavy , and fire and air are light , and the diversity of colours"
899,66,3282,A36588.a5,Albion and Albanius an opera ... / written by Mr. Dryden.,"Dryden, John",1685,drama_opera,"Stone , the Belides , &c. beyond , abundance of Figures in various Torments . Then a great Arch of ",Fire,". Behind this Three Pyramids of Flames in perpetual agitation . Beyond this , glowing Fire which te",Y,LIT,,,66,,,"stone , the belides , &c. beyond , abundance of figures in various torments . then a great arch of",Fire,". behind this three pyramids of flames in perpetual agitation . beyond this , glowing fire which te"
900,67,9803,A53058.a91,"Philosophical letters, or, Modest reflections upon some opinions in natural philosophy maintained by several famous and learned authors of this age, expressed by way of letters / by the thrice noble, illustrious, and excellent princess the Lady Marchioness of Newcastle.","Cavendish, Margaret",1664,letters,"hings knowable , then the Fire ; for the root or radical knowledg of natural things consists in the ",Fire,": It pierces the secrets of Nature , and causes a further searching out in Nature , then all other ",Y,LIT,,,67,,,"hings knowable , then the fire ; for the root or radical knowledg of natural things consists in the",Fire,": it pierces the secrets of nature , and causes a further searching out in nature , then all other"
