Number,ID," ""title"""," ""author"""," ""ispartof"""," ""year"""," ""collection"""," ""url"""," ""left"""," ""hit"""," ""right""",Role
57,8f500833-35d2-4397-b5f9-cd4c6d539524,"Het zestienjarig meisje, blyspel.","David Garrick, Ward Bingley",,1791,EDBO,http://resolver.kb.nl/resolve?urn=dpo:2386:mpeg21,"ze een weinig te doen uitpuilen , maar dit middel maakt haar zagt en verwekt een aangename",geur,. Vergun my derhalve dat ik hiervan eene nederige offerhande dee aan den voet van dat altaar,patient
58,45769d50-965b-4bbd-89b3-4f1308881811,"Aanspraak bij de eerste gewoone weekelijksche bedestond, na het overlijden van mijn vierde zoontje.",Jan Scharp,,1790,EDBO,http://resolver.kb.nl/resolve?urn=dpo:3091:mpeg21,"'t graf . 't Bloempje , dat begon te bloozen , Is in beter grond verplant , 't Spreidt zijn",geur,"bij Edens roozen , 't Bloeit in 't waate Vaderland , 't Grafje , met mijn traan bedroopen , 't",object
59,e5c99daf-1369-42be-b21f-e2ad5d95980c,Estelle.,Jean Pierre Claris de Florian,,1790,EDBO,http://resolver.kb.nl/resolve?urn=dpo:10979:mpeg21,"zig den grond verfieren ; daar ademen de granaatboom , de hagejjora en kleine Essche hunne",geuren,"in de lucht ; een kring van heuvelen , digt met boomen bezaaid , omringt deeze",object
61,e29ac722-011b-11e4-b0ff-51bcbd7c379f,"Het paradys der geestelijcke en kerckelijke lof-sangen, op de principaelste feest-dagen des gheheelen jaers",Aegidius Haeffacker,,1679,DBNL,http://www.dbnl.org/titels/titel.php?id=haef004para03,"Als roosen , puer playsant Schoon staen geplant , Geven oock een geur , En een schoon coleur , Geven oock een",geur,", Godts sinnen . O fleur ! O reyne fleur , vol minnen . Geven , c. O Jesu soet , Die",object
61,5e4780b2-9c31-4dbd-a49a-790f0f08b013,"Aan de herstelde luthersche gemeente [...] by gelegenheid der intreede van derselver derden herder [...] Willem Reuter, op den 4 july 1792, in der hervormden Gasthuis kerk.",,,1792,EDBO,http://resolver.kb.nl/resolve?urn=dpo:8653:mpeg21,"menschen te bedriegen ; maar in nadruk fteld dit een bedrieger voor , die doo reen goeden",geur,"of reuk iets voortelde om daar mede zyn naasten te misleiden , dat het caracter der",agent
64,e1b19ac0-011b-11e4-b0ff-51bcbd7c379f,Lucifer,Joost van den Vondel,,1654,DBNL,http://www.dbnl.org/titels/titel.php?id=vond001luci01,"beholpen eeuwigh rijck , En heerelijck , behoeft zy wieroock , noch muzijck , Noch",geur,", haer toegezwaeit , noch lof , haer toegezongen . Ondanckbre Geesten , zwijght :",patient
64,462d7294-4987-4fb0-9fe1-925c69206745,"De vlugtige verganglijkheid van den stervenden mensch [...] aangetoond, bij het [...] overlijden van [...] Georg Frederik, baron toe Schwartzenberg, en Hohenlansberg, grietman over Menaldumadeel [...]. In eene lijkreden over 1ste Petr: I: 24.",Gerardus Theodorus de Cock,,1783,EDBO,http://resolver.kb.nl/resolve?urn=dpo:6035:mpeg21,"zij alle oogenblikjen aan ontelbare ongevallen blootgesteld is , ongevallen , die al haar",geur,cn fleur eensklaps vernielen kunnen . 1 . Bij zodanig eqne rasch verwelkbaar •,patient
65,e39599f4-011b-11e4-b0ff-51bcbd7c379f,"Het Ryper Liedtboecxken, inhoudende veel schriftuyrlijcke liedekens by verscheyden autheuren gemaeckt",Jacob Claesz,,1636,DBNL,http://www.dbnl.org/titels/titel.php?id=clae030rijp02,"syn . Die Bloemtjes fier elck een heeft syn coleur , Elck heeft syn aert en syn bysonder",geur,", Het getuygt al u wonderlicke macht Dat ghy't , dat ghy't , Dat ghy't soo onderhoudt door",object
67,0dcf7031-4ad7-48e7-931d-16e8aff19576,"Vaderlandsche bibliotheek van wetenschap, kunst en smaak. [14] [14]",,,1789,EDBO,http://resolver.kb.nl/resolve?urn=dpo:7390:mpeg21,eeuwige paradijzen bloeien . Welke toonen hoor ik niet Aller heemlen melodieën ! ó ! Wat,geur,geeft bloem en vrucht Edens amaranten lucht ! Dat mijn hart dan immer ( laê Voor,object
72,e0389838-011b-11e4-b0ff-51bcbd7c379f,Maeghden,Joost van den Vondel,,1643,DBNL,http://www.dbnl.org/titels/titel.php?id=vond001maeg04,"te morren . De roos , op elcke wang , weet noch van geen verdorren . Het hair behoud zijn '",geur,", ja krachtiger dan oit . Zoo hadze zich voor 't leste om Jesus opgetoit . Zy heeft dien mond niet",object
75,68308c22-2c4d-425b-a823-be67516d8a7f,"Nieuwe vaderlandsche bibliotheek, van wetenschap, kunst en smaak. [7] [7]",,,1797,EDBO,http://resolver.kb.nl/resolve?urn=dpo:6817:mpeg21,"Tedere liefde , aan Menschheid eigen ! Uw invloed geeft mijn maatzang zwier ; Een",geur,"van jonge naclitfiöoltjens Omwolkt mijn zachtgestemde Eier . 6 Gij , frituur van 't menschlijke",agent
76,e108134c-011b-11e4-b0ff-51bcbd7c379f,Brusselschen Blom-hof van Cupido,Willem van der Borcht,,1641,DBNL,http://www.dbnl.org/titels/titel.php?id=borc002brus01,"Borcht , Op het uyt-gheven van dit teghenwoordigh Boeck . VV At reuck , wat soeter",geur,", komt sich al-om verspreyden ? Die 't gansche Neder-landt tot volle vreughdt verweckt , En",agent
76,2de91faa-103c-4465-9639-fe01dcb2f1cd,"Catechismus der weetenschappen, schoone kunsten en fraaije letteren. [2] [2]",Arend Fokke,,1788,EDBO,http://resolver.kb.nl/resolve?urn=dpo:3466:mpeg21,"Zy eieren 't moeilyk pad des Roomschen Rechts met roozen Wier doorn 't onrecht kwetst , wier",geur,het Recht versterkt 7S V Y F D E SAMENSPRAAK . Over het Duitsche en saxsche Recht,agent
77,e39081e4-011b-11e4-b0ff-51bcbd7c379f,Cupidoos Maegde-Kruyt,anoniem Cupidoos Maegde-Kruyt,,1685,DBNL,http://www.dbnl.org/titels/titel.php?id=_cup001cupi01,"doet stracx dolen al den sin. Soo stel ick dan de nijt te leur , Het quicksel van haer aesem",geur,", Kruypt soeter al mijn adren deur : Die lipjes die als rose blaen , Met soete Nectar staen belaen",agent
77,68308c22-2c4d-425b-a823-be67516d8a7f,"Nieuwe vaderlandsche bibliotheek, van wetenschap, kunst en smaak. [7] [7]",,,1797,EDBO,http://resolver.kb.nl/resolve?urn=dpo:6817:mpeg21,", en gerookt uit pijpen van Jasmin , met dunne mondstukken van Ambra , de lieflijkste",geur,"rondom verspreidde Onder de Gasten , die uit Franken en Turken betonden , trok een minder",object
78,e38f8a32-011b-11e4-b0ff-51bcbd7c379f,Den Goddelycken Minnenpijl,Johanna de Gavre,,1678,DBNL,http://www.dbnl.org/titels/titel.php?id=gavr001godd01,"Specerijen , Als een dijntien licht , K’sou mijnen brandt weer wat ontknopen , Door den soeten",geur,", Maer Lief als gaet deur , Als ghy t’stelt aen een loopen , Houdt een oogh",agent
82,31eba6eb-0140-4e66-bfec-10fe03b162c4,Tempel van t'gevoel of Daphnis en Phillis.,Salomon Gessner,,1789,EDBO,http://resolver.kb.nl/resolve?urn=dpo:10407:mpeg21,"zacht , als wen Zephir door de bladeren heenen fnuikt of wanneer de Bantjes zwarmen ; een",geur,", veel lieflyk dan die droozen verspreid zich door het hutje . De Min daalde op eene",agent
85,e2a4d1ae-011b-11e4-b0ff-51bcbd7c379f,Salmoneus,Joost van den Vondel,,1685,DBNL,http://www.dbnl.org/titels/titel.php?id=vond001salm02,"kabinet , op eene ledekant , En vindze flux verworgt , gestikt in deezen band . Geen",geur,", noch artzeny , noch kruid herbaarden 't leeven . Op deeze maare schijnt het gantsche hof",agent
85,94c8b4c5-f1e4-4625-be89-cbf399c79e7b,"Algemeene spectatoriaale schouwburg, of Tooneelstukken door de eerste vernuften van Europa. Vijfde deel","August Friedrich Ferdinand von Kotzebue, Johann Anton Leisewitz",,1792,EDBO,http://resolver.kb.nl/resolve?urn=dpo:6077:mpeg21,"deeze lieflijke bloem schuwt de Straalen der zonne , en waassemt in de schaduw haar ' zotten",geur,"uit — hoe moet een jongeling die haar gezien heeft , afkeerig zijn van de hoofsche vrouwen",object
86,e465e4ce-011b-11e4-b0ff-51bcbd7c379f,"Het nieuwe rommelzootje, te samen-ghestelt van verscheyden nieuwe liedekens, seer vermakelijck om te lezen of te singen. Op nieuws oversien en verbetert","anoniem Nieuwe rommelzootje, Het",,1670,DBNL,http://www.dbnl.org/titels/titel.php?id=_nie195nieu02,", haer rooder Mont , Die hebben mijn jongh Hart soo seer door-wont . De Aerde ontloockte door",geur,", Nochtans soo was mijn Lief van al de fleur : Jck sey mijn Engel , overschoonste Maeght",agent
