Number,ID," ""title"""," ""author"""," ""ispartof"""," ""year"""," ""collection"""," ""url"""," ""left"""," ""hit"""," ""right""",Role
21,da2e7cf6-dbae-4df3-a5b2-b9c676c2b9e8,Leerzame en vermaeklijke natuur- en huishoukundige[!] bibliotheek,,,1790,EDBO,http://resolver.kb.nl/resolve?urn=dpo:5898:mpeg21,"om een frokje vetgedoopt in dezen traen , erlangt de ftam te binden : de",Reuk,zelf zoude de Haazen van uwe Boomen verwijderen . Een proefondervindelijke Uitoeffening van Vier Ja,agent
22,68308c22-2c4d-425b-a823-be67516d8a7f,"Nieuwe vaderlandsche bibliotheek, van wetenschap, kunst en smaak. [7] [7]",,,1797,EDBO,http://resolver.kb.nl/resolve?urn=dpo:6817:mpeg21,"vuile geele couleur , omtrent lelijk met dat van de groote Chelidonius het had Ernest zeer ligten",reuk,"van laudanum , eenen Herken bitteren fmaak , en liet een ' Herken natmaak op de tong",object
26,a2d763fb-de3b-4cd2-b4bc-f9b1f5ceb4c4,"Proefneemingen over de spysverteering van den mensch, en van onderscheiden soorten van dieren.","Lazzaro Spallanzani, Johannes Laurentius van der Wagt, Jean Senebier",,1786,EDBO,http://resolver.kb.nl/resolve?urn=dpo:1195:mpeg21,"was , hadden echter de winden , die ik nog loosde , niet den minsten zuurachtigen",reuk,. CXLIII Welke zyn de oorzaken van die zuinigheid die men somtyds in de maag ontwaard,object
28,a2d763fb-de3b-4cd2-b4bc-f9b1f5ceb4c4,"Proefneemingen over de spysverteering van den mensch, en van onderscheiden soorten van dieren.","Lazzaro Spallanzani, Johannes Laurentius van der Wagt, Jean Senebier",,1786,EDBO,http://resolver.kb.nl/resolve?urn=dpo:1195:mpeg21,"dat het vleesch meer ontbonden wierdt , dan , wanneer ik het in water gedaan had ; de",reuk,"van het kalfs - en lamsvleesch deedt zich noch meer , noch minder voor , doch die van",agent
37,da2e7cf6-dbae-4df3-a5b2-b9c676c2b9e8,Leerzame en vermaeklijke natuur- en huishoukundige[!] bibliotheek,,,1790,EDBO,http://resolver.kb.nl/resolve?urn=dpo:5898:mpeg21,"dezelve , is zij smaekeloos Men vind ook in de artsenijkunde een Water , welk de",reuk,der Krieken heeft ; maer dit is niets anders dan gemeen water overgehaald met gedroogde Krieken,object
38,c42012ae-1723-48ea-be51-63e9311678a4,"Onzydige en beproefde gedagten, over de leer aangaande geesten en geesten-zienders. [1] [1]",Justus Christian Hennings,,1786,EDBO,http://resolver.kb.nl/resolve?urn=dpo:307:mpeg21,", welke , door de verdediging van zulke verhaalen , het verstand besmetten en hierom eenen kwaade",reuk,van zig geeven . ( 24 . ) ramarks on Ecclesiastica History Jii hn ? » fiïots,object
39,17aad792-9535-4c22-b4e9-8f04c7e7eabd,"Spectatoriaale schouwburg, behelzende eene verzameling der beste zedelyke tooneelstukken, byeen gebragt uit alle [...] taalen van Europa.",Karl Friedrich Kretschmann,,1798,EDBO,http://resolver.kb.nl/resolve?urn=dpo:2396:mpeg21,le ministre ! maar dan is het met uwe reuk niet wel gefield . En al hinderde deeze,reuk,"niemand , zoo kan men toch a priori demonstreeren dat de uitwaasseming van een lijk , dat vijf",agent
41,bb25a56a-c5f9-42c3-ae3d-85ee6db070a9,"Vaderlandsche bibliotheek van wetenschap, kunst en smaak. [6] [6]",,,1789,EDBO,http://resolver.kb.nl/resolve?urn=dpo:7380:mpeg21,"wijze , door ontrust , en waren naauwelijks in "" ftaat , om den zwavelachtigen",reuk,", welken de vlam verspreidde te verdragen . Het geheele toeval was echter met geene",object
43,2f1fdc97-9445-4cf2-a932-325bdb2e1ca2,Historie der waereld. [9] [9],Joannes Florentius Martinet,,1780,EDBO,http://resolver.kb.nl/resolve?urn=dpo:9431:mpeg21,"zynde eene foort van Rhus , welken men daar ook vindt , die eenige menschen door",reuk,"of aanraaking vergiftigt ; hoewel hy aan anderen niet het minste nadeel toebrengt , en tevens",object
44,e8a7ea56-22e8-45d1-9ebb-f9b11ea41292,"Schouwtooneel der natuur, of Samenspraaken over de bysonderheden der natuurlyke historie.",Noe͏̈l Antoine Pluche,,1784,EDBO,http://resolver.kb.nl/resolve?urn=dpo:1114:mpeg21,"gy vindt u nog aengezet , om ons te verklaren hoe uit zulk een ' vetachtigen modder een",reuk,"des levens , die door de gansch aerde een ' lieffelyke geur verspreid heeft , voortgekomen is .",object
49,d5856c29-3deb-4b47-b4b8-ea44b1294284,"Schouwtooneel der natuur, of Samenspraaken over de bysonderheden der natuurlyke historie.","Pieter Le Clercq, Noe͏̈l Antoine Pluche",,1783,EDBO,http://resolver.kb.nl/resolve?urn=dpo:1110:mpeg21,"wel , zou de Wysbegeerte gezegd hebben , wacht u het bericht uwer bedriegelyke zinnen te volgen . Dc",reuk,cn de fmaak misleiden u : luistert naar de zuivere reden ; en zy zal u het gereezen brood,agent
51,da2e7cf6-dbae-4df3-a5b2-b9c676c2b9e8,Leerzame en vermaeklijke natuur- en huishoukundige[!] bibliotheek,,,1790,EDBO,http://resolver.kb.nl/resolve?urn=dpo:5898:mpeg21,"hetzelve echter niet suikerachtig en men zoude het voor gemeen water drinken , wanneer de",reuk,"der Vrucht ons zulks niet deed onderkennen , liet schijnt dat deze naem hetzelve niet",agent
53,a2d763fb-de3b-4cd2-b4bc-f9b1f5ceb4c4,"Proefneemingen over de spysverteering van den mensch, en van onderscheiden soorten van dieren.","Lazzaro Spallanzani, Johannes Laurentius van der Wagt, Jean Senebier",,1786,EDBO,http://resolver.kb.nl/resolve?urn=dpo:1195:mpeg21,"verzadigd was , en wanneer hy zyn fpys verteerde , edoch ik heb nooit gevonden dat zyne adem eenigen",reuk,", hoegenaamd , hadt . CCLV . De proefnemingen welke ik vermeld heb § CCL , CCLI , CCLII",object
58,0dcf7031-4ad7-48e7-931d-16e8aff19576,"Vaderlandsche bibliotheek van wetenschap, kunst en smaak. [14] [14]",,,1789,EDBO,http://resolver.kb.nl/resolve?urn=dpo:7390:mpeg21,"in schoon water goed uit Langs dien weg zal de flanel volkomen'fchoon ffo maakt wezen , geenen",reuk,"van zig geven eene heide re witte koleur hebben , en , wederal het hif geJoI gen",object
60,f8e6597a-056e-4b4d-8687-518532a35a64,"Betoog van het ongegronde [...] der vooroordeelen, omtrent de waarzeggerĳen [...]. Benevens eene oplossing der twĳffelingen, die tot staaving van deeze vooroordeelen uit de Heilige Schrift gewoonlĳk worden bĳgebragt. Uitgegeeven door de Bataafsche Maatschappĳ: tot nut van't algemeen","Willem Beekhuis, Gerbrand Bakker",,1800,EDBO,http://resolver.kb.nl/resolve?urn=dpo:1599:mpeg21,"en het gehuil van een beest V jac . De menschen zeggen wel , dat de honden en vogelen de",reuk,"van een doode al vooraf inden neus hebben , en van blijdschap huilen , om dat zij een lijk tot",patient
61,f89baf8a-bdde-4148-aafe-d71bdef0f251,Het Petermanneken. Eene spookgeschiedenis uit de dertiende eeuw.,Christian Heinrich Spiess,,1795,EDBO,http://resolver.kb.nl/resolve?urn=dpo:3735:mpeg21,een enkelen beet . Beiden zaten verzonken in gedachten en ploegen geen acht op den uitnoodigende,reuk,", die hun uit de schotelen te gemoet waazem Ma een uur tijds verdween de disch",patient
63,68308c22-2c4d-425b-a823-be67516d8a7f,"Nieuwe vaderlandsche bibliotheek, van wetenschap, kunst en smaak. [7] [7]",,,1797,EDBO,http://resolver.kb.nl/resolve?urn=dpo:6817:mpeg21,"vervolg doen zien , dat dit toevoegsel bijzonder medewerkt , om de opium dien giftige en walgachtigen",reuk,", een ieder bekend , mede te deelen . Deze giftige reuk weet men ook , dat",patient
66,0dcf7031-4ad7-48e7-931d-16e8aff19576,"Vaderlandsche bibliotheek van wetenschap, kunst en smaak. [14] [14]",,,1789,EDBO,http://resolver.kb.nl/resolve?urn=dpo:7390:mpeg21,"het zelve nodig hadt , was door haar in een ' rijken voorraad om hem verspreid en door",reuk,en fmaak leidde zij hem in de keuzen . Door een zacht luchtgestel hadt zij - zijne naaktheid,object
67,079ae036-0c31-4803-92f9-2fe35c3cc228,"Schouwtooneel der natuur, of Samenspraaken over de bysonderheden der natuurlyke historie.","Pieter Le Clercq, Noe͏̈l Antoine Pluche",,1783,EDBO,http://resolver.kb.nl/resolve?urn=dpo:1111:mpeg21,geene het gehoor cn het gezicht aandoet . De geringe vermaaklykheden gelyk die van den,reuk,", beweegen ons maar raauwelyk omdat haare nuttigheid gemeenlyk kleen is ; en haar indruk",agent
68,7f5b4755-de0c-4d50-a043-e4460a242da6,"De bruiloft, blyspel.",Henricus Franciscus Tollens,,1799,EDBO,http://resolver.kb.nl/resolve?urn=dpo:2353:mpeg21,"word myn honger niet gefield myne'r heer ; © DE BRUILOFT , heer RYKENSTEIN door den",reuk,van het gebraad wate . ren myne tanden ; geleid my derhalve daadelyk naar de eetzaal,agent
71,8e971723-f030-41de-9d9c-223750915089,"Nieuwe vaderlandsche bibliotheek, van wetenschap, kunst en smaak. [8] [8]",,,1797,EDBO,http://resolver.kb.nl/resolve?urn=dpo:6818:mpeg21,"konde even weinig als des huis „ heers noodigingen den tegenzin te boven komen , welke de",reuk,„ en het voorkomen van deeze beide schotels verwekten . Om „ den man echter niet voor,agent
72,a2d763fb-de3b-4cd2-b4bc-f9b1f5ceb4c4,"Proefneemingen over de spysverteering van den mensch, en van onderscheiden soorten van dieren.","Lazzaro Spallanzani, Johannes Laurentius van der Wagt, Jean Senebier",,1786,EDBO,http://resolver.kb.nl/resolve?urn=dpo:1195:mpeg21,"Reo-enten hebben nooit , geduurende den ganschen tyd der fpysverteering , noch den fmaak , noch den",reuk,Van zuur gehad ; ik heb het zelfde - waargenomen in de vilten en in de kikvorschen,object
77,a2d763fb-de3b-4cd2-b4bc-f9b1f5ceb4c4,"Proefneemingen over de spysverteering van den mensch, en van onderscheiden soorten van dieren.","Lazzaro Spallanzani, Johannes Laurentius van der Wagt, Jean Senebier",,1786,EDBO,http://resolver.kb.nl/resolve?urn=dpo:1195:mpeg21,"- zagt geworden was ; haar Jmaas was bitterachtig , en niet walgachtig , zy hadden geenen rottigen",reuk,"; vyf uuren na den dood van deneerrtenReiger , doodde ik den twee "" den , ik vond",object
78,68308c22-2c4d-425b-a823-be67516d8a7f,"Nieuwe vaderlandsche bibliotheek, van wetenschap, kunst en smaak. [7] [7]",,,1797,EDBO,http://resolver.kb.nl/resolve?urn=dpo:6817:mpeg21,"verkrijgen , dan te vergeefs ; naarmate het vocht dikker werd , verloor het zijnen giftige",reuk,", en het uittrekzel behield slegts dien , welke eigen is aan de extracten van niet",object
84,1bef914f-8e86-48c7-8f2c-53ae2599a376,Weekblad voor kinderen [2] [2],,,1798,EDBO,http://resolver.kb.nl/resolve?urn=dpo:1474:mpeg21,en oliën tevens met het water uitgewasemd worden ; want zuiver water heeft in ' c geheel geenen,reuk,", gelyk gy zekerlyk wel weeten zult . 't Is aan den reuk , dat gy ook best",object
87,da2e7cf6-dbae-4df3-a5b2-b9c676c2b9e8,Leerzame en vermaeklijke natuur- en huishoukundige[!] bibliotheek,,,1790,EDBO,http://resolver.kb.nl/resolve?urn=dpo:5898:mpeg21,"is , met eene { tinkende , besmettende en wansmakelijke droogerijen , welkers gezicht of",reuk,"niet onstraflijk te dragen is . Ik heb braave Burgers gezien , welken zich beroemden",object
88,a2d763fb-de3b-4cd2-b4bc-f9b1f5ceb4c4,"Proefneemingen over de spysverteering van den mensch, en van onderscheiden soorten van dieren.","Lazzaro Spallanzani, Johannes Laurentius van der Wagt, Jean Senebier",,1786,EDBO,http://resolver.kb.nl/resolve?urn=dpo:1195:mpeg21,"verzarfïeld heeft . De maao - van eenen Hyeen , en van eenen Slang verpreidden eenen Hinkenden",reuk,". Diadem van eenen Leeuw , van eenen Arend , en somtyds van Honden , als zy",object
92,68308c22-2c4d-425b-a823-be67516d8a7f,"Nieuwe vaderlandsche bibliotheek, van wetenschap, kunst en smaak. [7] [7]",,,1797,EDBO,http://resolver.kb.nl/resolve?urn=dpo:6817:mpeg21,"van de slaapbollen ftuk getampt altijd na eene meer of min lan°é gisting , den gistingen",reuk,", of dien van het aroma in de eerste proef verkregen , ontdekken ; maar dat",patient
93,a2d763fb-de3b-4cd2-b4bc-f9b1f5ceb4c4,"Proefneemingen over de spysverteering van den mensch, en van onderscheiden soorten van dieren.","Lazzaro Spallanzani, Johannes Laurentius van der Wagt, Jean Senebier",,1786,EDBO,http://resolver.kb.nl/resolve?urn=dpo:1195:mpeg21,gedeelten . Aan het kalfs-vleesch nam met'dezelfde verschynsels een weinig eerder waar ; dc bedorven,reuk,"wierdt te half tien uuren ontdekt , en was te tien uuren in zyne kracht",patient
100,2f80b0d7-355b-45ff-9636-8f105c736f1e,"Historische, charakter- en zedekundige bybelonderwyzer [1] [1]",,,1782,EDBO,http://resolver.kb.nl/resolve?urn=dpo:8492:mpeg21,"het welk Mofes , naar den ftyl der Oosterlingen dus uitgedrukt heeft ; en de Heere rook dien lieffelyke",reuk,", en zeide in zyn herte , ik zal de Aarde , om der menschen wille niet weder vervloeken",patient
101,1bef914f-8e86-48c7-8f2c-53ae2599a376,Weekblad voor kinderen [2] [2],,,1798,EDBO,http://resolver.kb.nl/resolve?urn=dpo:1474:mpeg21,"is de staart van den Bever vischachtig , met schubben bezet , en heeft zelfs den",reuk,en fmaak van visch } en ten vierden is dit dier byzonder opmerkelik wegens zyne schranderheid,object
102,a4d9e466-d2d2-446b-8982-0d865686e060,"Nieuwe vaderlandsche bibliotheek, van wetenschap, kunst en smaak. [13] [13]",,,1797,EDBO,http://resolver.kb.nl/resolve?urn=dpo:6823:mpeg21,"beletten , indien wij ons niet op eenigen aftand verwijderd , en het gezicht en den",reuk,van onze Mantels hem ontnomen - hadden . Van Signilskar vervolgden wij onze reize door alle,patient
103,a2d763fb-de3b-4cd2-b4bc-f9b1f5ceb4c4,"Proefneemingen over de spysverteering van den mensch, en van onderscheiden soorten van dieren.","Lazzaro Spallanzani, Johannes Laurentius van der Wagt, Jean Senebier",,1786,EDBO,http://resolver.kb.nl/resolve?urn=dpo:1195:mpeg21,"Deze bitterheid kwam voort van het maagsap het welk het zeivè doordrongen hadt , het hadt geenen anderen",reuk,", dan die van dat fap . Ik be - zigtig de maag van het tweede Hoen ,",object
104,6147f163-aff0-4ebf-b81e-b085d253427a,"Vaderlandsche bibliotheek van wetenschap, kunst en smaak. [5] [5]",,,1789,EDBO,http://resolver.kb.nl/resolve?urn=dpo:7379:mpeg21,alles lachte mij toe alles had een nieuw leven verkregen de lieflijke en aangename me,reuk,der beminnelijke Jasmijnroos en anjer kwam mij op den weg tegen : de hoornen scheenen,agent
107,7d6e25f8-4cd6-4745-b22a-0ac4d251fb0d,"Gesprekken en overdenkingen, over het lĳden en sterven, van [...] Jesus Christus. Eerste stukjen",Wilhelm Leendert Krieger,,1783,EDBO,http://resolver.kb.nl/resolve?urn=dpo:9502:mpeg21,"ik dan toetreeden , dus alsaan des konings tafel , mijn nardus zijn reuk geeven , welk een",reuk,"zal ' er uit mijn hart vloeien ? Stinkende damp ! evenwel worde ik recht ootmoedig gemaakt ,",agent
111,a2d763fb-de3b-4cd2-b4bc-f9b1f5ceb4c4,"Proefneemingen over de spysverteering van den mensch, en van onderscheiden soorten van dieren.","Lazzaro Spallanzani, Johannes Laurentius van der Wagt, Jean Senebier",,1786,EDBO,http://resolver.kb.nl/resolve?urn=dpo:1195:mpeg21,"dieren genomen , en de uitkomst was , dat , ofschoon het vleesch meestentyd zynen onaangenamen",reuk,"en zynen walgachtigen fmaak verloor , het echter ' er iets van behield maar ik heb",object
112,f8e6597a-056e-4b4d-8687-518532a35a64,"Betoog van het ongegronde [...] der vooroordeelen, omtrent de waarzeggerĳen [...]. Benevens eene oplossing der twĳffelingen, die tot staaving van deeze vooroordeelen uit de Heilige Schrift gewoonlĳk worden bĳgebragt. Uitgegeeven door de Bataafsche Maatschappĳ: tot nut van't algemeen","Willem Beekhuis, Gerbrand Bakker",,1800,EDBO,http://resolver.kb.nl/resolve?urn=dpo:1599:mpeg21,"uitwendig eenigzins gezwollen , met paarfche groene vlekken geteekend is , en eetwaaren rotachtige",reuk,"van zich geeft ; zoo lang moet een lijk altijd bewaard worden , of",object
114,da2e7cf6-dbae-4df3-a5b2-b9c676c2b9e8,Leerzame en vermaeklijke natuur- en huishoukundige[!] bibliotheek,,,1790,EDBO,http://resolver.kb.nl/resolve?urn=dpo:5898:mpeg21,vervolgens over om geverft te worden . Zij verliezen hier door de fleren en doordringende,Reuk,"welke zij door den Oly verkrijgen , vatten de kleur beter dan dezulken welken op",object
115,fdbb6a16-0bfe-4cf6-a875-717c6386b77b,"Resolutien, genomen by de agtste algemeene vergaderinge des oeconomischen taks van de Hollandsche Maatschappye der Weetenschappen te Haarlem, op den 15. juny 1785. en volgende dagen aldaar gehouden",,,1785,EDBO,http://resolver.kb.nl/resolve?urn=dpo:11107:mpeg21,", over devis : Het een » voddigst bet zeekere dienende Om 't Vaatwerk van den fchaadelyke",reuk,", dat hun eerst gemaakt of reeds gebruikt , dikmaals eigen is , te zuiveren ; en",object
116,015bda49-a55a-4938-bef3-debe08b3770f,"Nieuwe spectatoriaale schouwburg, behelzende eene verzameling der beste zedelyke tooneelstukken, byeen gebragt uit alle [...] taalen van Europa.",Karl Friedrich Kretschmann,,1798,EDBO,http://resolver.kb.nl/resolve?urn=dpo:5946:mpeg21,"zeker , een waarlijk geleerd en goed mensch hoont nooit zjjn Broeder . Zo gij hier een verpestende",reuk,"gewaar wordt , dan is het met uw maag niet wel gefield , en 't is alleen uwe",patient
117,45b3c8f7-947d-4b25-83e4-4ef7f94e1a66,"Nieuwe vaderlandsche bibliotheek, van wetenschap, kunst en smaak. [2] [2]",,,1797,EDBO,http://resolver.kb.nl/resolve?urn=dpo:6812:mpeg21,zet zig aan de „ ruige puntjens van de goede korrels . Dat ftof heeft een Hinkende,reuk,", en een onaangenamen fmaak . "" „ Welke de natuurlijke oorzaken van het zwart in „",object
118,a8570169-9b99-4c6d-8e0a-2394a32367c2,"Vaderlandsche bibliotheek van wetenschap, kunst en smaak. [8] [8]",,,1789,EDBO,http://resolver.kb.nl/resolve?urn=dpo:7382:mpeg21,", en gaat van daar in de vochten over , zoo zelfs , dat ze haaren",reuk,"dikwijls aan de uitwaasseming mededeelt . Daarenboven laat ik de kamer met dezelfde lucht doortrekken ,",patient
120,717236ed-ee61-4e11-9ec1-18cd9ea6978d,Het spectatoriaal toneel.,,,1782,EDBO,http://resolver.kb.nl/resolve?urn=dpo:1789:mpeg21,"tong ( peelde in zijn beschuimde kiewen , 't was reeds als of ilc een zekere zagte Walgachtige",reuk,"ondervond . Het had nog maar twee zulke zetten moeten doen , dan was 't op ons lijf",patient
129,71f8b853-c6b5-41a8-be70-635cd3851b4a,Het godsdienstig huisgezin in aangenaame [...] gesprekken tot bevordering van bybelkennis. [2] [2],Samuel van Emdre,,1793,EDBO,http://resolver.kb.nl/resolve?urn=dpo:233:mpeg21,"aardvrugten , ja ook van zo Beverly bloemen , die tot cieraad trekken of een liefelyken",reuk,verfpreiden en fprait onder anderen zyn Kinderen dus aan : VADER .- Gy ziet hier tusschen,object
130,a2d763fb-de3b-4cd2-b4bc-f9b1f5ceb4c4,"Proefneemingen over de spysverteering van den mensch, en van onderscheiden soorten van dieren.","Lazzaro Spallanzani, Johannes Laurentius van der Wagt, Jean Senebier",,1786,EDBO,http://resolver.kb.nl/resolve?urn=dpo:1195:mpeg21,"een half uur na dit ; het was veel geminderd , enhadtnaauwelybseenoverblyffel van eenen rottigen",reuk,"behouden , zelfs , nadat ik het afgedroogd , en ' er het maagsap van",object
132,4429d331-d87c-4179-bfa7-a7adb96ff76c,"Vaderlandsche bibliotheek van wetenschap, kunst en smaak. [10] [10]",,,1789,EDBO,http://resolver.kb.nl/resolve?urn=dpo:7386:mpeg21,"eenig oneen Salpeterzuur gedestilleerd hebbende , vonden wij in het produkt een zoo Sterke",reuk,"van bittere Amandelen of Perfiken-bloeiiém , dat wij niet twijfelen konden , of '",patient
133,1200805b-f62c-44f5-b34e-2fc1cc3a4bec,"Ontdekking van de staatkunde der natuur; of Beschryving van het wonderbaar gemeenebest der honing-byen, en zyde-wurmen",,,1789,EDBO,http://resolver.kb.nl/resolve?urn=dpo:1240:mpeg21,", bloed , vulnis gaan zitten gelyk de vliegen doen ; maar zy beminnen de lieffelyke",reuk,"der bloemen èn welriekende kruiden , waar door zy tam en goedaartig worden , en dat",patient
134,a65db4bd-a715-4738-88a1-3d127ced3b56,"Sleutel van meester Franciscus, op het astrologisch werk van docter Ludeman, getyteld Triumph-zaal",Franciscus,,1788,EDBO,http://resolver.kb.nl/resolve?urn=dpo:8602:mpeg21,indien zyn misdryf van vrouwenverkrachting gepleegt aan de kuische duivelt geen ftank verwekkende,reuk, onder dat volk verwekt had ; Op de zelfde wyze heeft de „,patient
136,a2d763fb-de3b-4cd2-b4bc-f9b1f5ceb4c4,"Proefneemingen over de spysverteering van den mensch, en van onderscheiden soorten van dieren.","Lazzaro Spallanzani, Johannes Laurentius van der Wagt, Jean Senebier",,1786,EDBO,http://resolver.kb.nl/resolve?urn=dpo:1195:mpeg21,"door alle de scheikundige middelen , van welke ik gesproken heb , door den fmaak , Noorden",reuk,", gaf , hoegenaamd , niet het minste teelten van rotting . — De koudbloedige dieren ,",object
138,b5989eba-869d-4046-9b91-c935d7f8184a,"Nieuwe vaderlandsche bibliotheek, van wetenschap, kunst en smaak. [9] [9]",,,1797,EDBO,http://resolver.kb.nl/resolve?urn=dpo:6819:mpeg21,"van bloemen en vruchten te gemoet ; zelfs de minfte blocmpjctis , die bii ons zonder",reuk,"zijn , waren met zoete geuren vervuld . ' Takken met Schoone amandelen boogenzlch boven mijn",object
139,d8b77586-5ef2-400f-a04f-acc434ca9cd4,"Algemeene spectatoriaale schouwburg, of Tooneelstukken door de eerste vernuften van Europa. Tweede deel","August Friedrich Ferdinand von Kotzebue, Friedrich Ulrich Ludwig Schröder",,1790,EDBO,http://resolver.kb.nl/resolve?urn=dpo:6809:mpeg21,ten voorschijn porren . Ik geloof nooit dat ik vader van Zijworm ben ; hij heeft geen ',reuk,"van koninglijk bloed aan zijn lijf ; en ik heb altoos den dikken minister Bim , dien schoft",object
141,2ba2bf3f-19d7-4944-b664-8a0a66194656,"Resolutien, genomen by de tiende en elfde algemeene vergaderinge des œconomischen taks van de Hollandsche Maatschappye der Weetenschappen, te Haarlem; op den 11. july 1787. en volgende dagen, als mede op den 10 tot 15 july 1788. aldaar gehouden",,,1788,EDBO,http://resolver.kb.nl/resolve?urn=dpo:11109:mpeg21,Are . 243 . der Wetten in ayri gene *: !. Nopens N 10 . om het Vaatwerk van den Jcbandelyken,Reuk,"te zuiveren , — onder het Devis : bet i eenvoudig ( ie het zeker [ ie ; Refolut bladz .",patient
